Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
BMW,X5,148370,Automatic,2005,2023-10-28,2024-01-25,Base,335
Chevrolet,Silverado,18277,Automatic,2019,2023-10-22,2024-01-17,Luxe,355
BMW,5 Series,151348,Automatic,2020,2023-02-24,2023-12-02,Full,335
Ford,F-150,132343,Automatic,2011,2023-01-04,2024-02-06,Base,400
Audi,Q5,191662,Automatic,2012,2023-05-17,2024-01-29,Advanced,349
Ford,Fusion,27737,Automatic,2000,2023-10-17,2024-01-29,Advanced,188
Audi,Q7,67056,Automatic,2008,2023-02-19,2023-11-16,Full,335
Audi,A4,149499,Automatic,2008,2023-03-15,2024-02-10,Base,261
Audi,Q7,134466,Automatic,2002,2023-03-01,2023-12-20,Base,335
Chevrolet,Impala,34637,Automatic,2001,2023-04-13,2024-01-03,Full,305
Audi,Q7,19154,Automatic,2005,2023-10-30,2023-12-24,Base,335
Toyota,Camry,165420,Manual,2012,2023-04-08,2024-02-09,Advanced,203
Chevrolet,Malibu,23184,Automatic,2017,2023-08-28,2024-01-27,Advanced,182
Audi,Q7,123620,Automatic,2022,2023-07-08,2023-11-20,Full,335
Chevrolet,Malibu,44512,Automatic,2001,2023-09-07,2024-01-14,Base,250
Audi,Q5,55743,Automatic,2004,2023-02-11,2023-12-23,Luxe,261
Chevrolet,Equinox,80107,Automatic,2021,2023-02-10,2023-11-23,Advanced,170
BMW,5 Series,19094,Automatic,2011,2022-12-29,2024-01-25,Full,248
Mercedes-Benz,C-Class,118625,Automatic,2009,2023-01-04,2024-01-28,Luxe,385
Chevrolet,Equinox,83020,Automatic,2016,2023-04-05,2024-01-17,Luxe,170
Mercedes-Benz,E-Class,39383,Manual,2014,2023-08-24,2024-02-03,Luxe,362
BMW,X3,122362,Automatic,2002,2023-08-21,2024-01-12,Base,382
Audi,Q7,121714,Automatic,2021,2023-02-14,2023-12-23,Full,335
Chevrolet,Equinox,161916,Automatic,2022,2023-09-19,2023-12-12,Luxe,170
Audi,A4,79134,Manual,2009,2022-12-04,2023-11-18,Base,261
Toyota,Camry,107432,Automatic,2022,2023-11-05,2023-12-18,Advanced,301
Audi,A4,167029,Manual,2004,2022-11-19,2023-12-18,Advanced,261
BMW,X5,179324,Automatic,2004,2023-01-23,2024-02-12,Base,335
Audi,Q7,152698,Automatic,2000,2023-11-03,2024-01-26,Luxe,335
BMW,5 Series,89798,Automatic,2012,2023-10-16,2024-01-23,Base,335
Mercedes-Benz,C-Class,32684,Automatic,2023,2023-08-18,2023-11-18,Base,385
Toyota,Camry,64812,Automatic,2022,2023-02-11,2024-01-25,Base,301
Mercedes-Benz,C-Class,66356,Automatic,2006,2022-11-24,2023-11-19,Base,255
Mercedes-Benz,GLC,190465,Automatic,2018,2023-07-08,2023-12-07,Base,362
Mercedes-Benz,S-Class,99236,Automatic,2007,2023-05-12,2023-11-16,Advanced,362
Toyota,Prius,132111,Automatic,2016,2023-09-30,2023-12-03,Base,121
Chevrolet,Silverado,13418,Automatic,2014,2023-06-16,2024-01-19,Base,355
BMW,X5,116576,Automatic,2002,2023-08-22,2023-12-01,Base,335
Chevrolet,Equinox,49641,Automatic,2018,2023-08-14,2024-02-02,Advanced,252
BMW,X5,42321,Automatic,2020,2022-11-28,2023-12-10,Luxe,335
Mercedes-Benz,E-Class,33406,Automatic,2002,2023-02-27,2023-11-25,Advanced,362
Chevrolet,Malibu,126004,Automatic,2018,2023-07-15,2023-12-22,Base,250
Mercedes-Benz,S-Class,119559,Automatic,2006,2023-08-06,2023-12-22,Advanced,463
Toyota,RAV4,104057,Automatic,2008,2023-04-05,2024-01-14,Luxe,219
Toyota,RAV4,140444,Automatic,2002,2023-05-29,2024-02-03,Advanced,219
Mercedes-Benz,C-Class,64858,Manual,2021,2023-01-28,2024-01-28,Base,255
Ford,F-150,50485,Automatic,2009,2023-03-07,2024-01-15,Base,400
Audi,Q5,62875,Automatic,2016,2023-05-28,2023-12-15,Base,349
Mercedes-Benz,GLC,155278,Automatic,2011,2023-07-10,2023-11-20,Base,255
Toyota,Corolla,177562,Automatic,2002,2022-12-04,2023-12-25,Full,169
Mercedes-Benz,S-Class,102390,Automatic,2004,2023-01-18,2023-11-17,Luxe,463
Audi,Q5,43242,Automatic,2021,2023-01-19,2023-12-07,Advanced,349
Ford,Fusion,115136,Automatic,2016,2023-06-04,2024-01-07,Advanced,325
Toyota,Corolla,13561,Automatic,2000,2023-09-30,2023-12-15,Full,169
Mercedes-Benz,GLC,26933,Automatic,2015,2023-07-26,2024-01-13,Base,255
Ford,Explorer,114812,Automatic,2005,2023-08-20,2024-01-29,Full,290
Chevrolet,Impala,183145,Automatic,2010,2022-12-21,2024-01-20,Advanced,305
Chevrolet,Impala,53820,Manual,2007,2023-03-18,2024-01-19,Full,305
Mercedes-Benz,S-Class,87405,Automatic,2011,2023-06-03,2023-12-17,Luxe,463
Audi,Q7,162010,Automatic,2020,2023-04-04,2023-12-17,Base,335
Chevrolet,Impala,169785,Automatic,2021,2023-03-06,2023-12-12,Luxe,305
Ford,Mustang,177721,Automatic,2023,2022-12-20,2024-01-30,Luxe,450
Audi,Q5,148356,Automatic,2003,2022-12-15,2023-11-27,Base,349
BMW,5 Series,52448,Manual,2005,2023-04-02,2024-01-31,Advanced,248
Mercedes-Benz,S-Class,142185,Automatic,2004,2023-06-23,2023-12-04,Base,463
BMW,5 Series,127313,Automatic,2006,2023-07-21,2023-11-21,Luxe,335
BMW,5 Series,26013,Automatic,2016,2023-09-25,2024-01-08,Base,248
Mercedes-Benz,GLC,98189,Automatic,2006,2022-12-02,2023-12-07,Full,255
BMW,X5,127683,Automatic,2004,2023-07-17,2023-12-25,Full,456
Audi,A6,37233,Automatic,2006,2023-01-10,2023-11-26,Advanced,248
Ford,Explorer,135091,Automatic,2001,2023-04-10,2024-01-10,Base,290
Chevrolet,Equinox,78522,Automatic,2008,2023-01-11,2024-01-09,Advanced,252
BMW,X3,122411,Automatic,2009,2023-06-23,2023-12-13,Luxe,248
BMW,X5,114677,Automatic,2010,2022-12-28,2023-12-29,Base,335
Mercedes-Benz,S-Class,195071,Automatic,2020,2023-01-25,2024-01-19,Base,362
Toyota,Camry,66093,Automatic,2000,2023-03-28,2023-12-20,Luxe,208
Audi,Q5,42314,Automatic,2019,2022-12-08,2024-01-09,Advanced,349
Toyota,RAV4,110704,Automatic,2020,2023-04-26,2024-01-27,Full,203
Audi,Q7,136847,Automatic,2003,2023-02-09,2024-02-12,Full,335
Audi,A6,173883,Automatic,2005,2023-09-13,2023-12-01,Luxe,248
Ford,F-150,23644,Automatic,2001,2023-04-08,2024-01-12,Full,400
Mercedes-Benz,E-Class,114242,Automatic,2020,2023-08-07,2023-12-29,Luxe,362
BMW,5 Series,82449,Automatic,2009,2023-10-29,2024-02-04,Base,335
Mercedes-Benz,S-Class,134643,Automatic,2017,2022-11-25,2024-01-04,Full,463
BMW,X3,195384,Automatic,2018,2023-09-16,2024-01-16,Advanced,382
Ford,Mustang,106232,Automatic,2003,2023-11-13,2024-01-02,Base,450
Toyota,Prius,195738,Automatic,2006,2023-03-26,2024-01-02,Advanced,121
Ford,Explorer,19115,Automatic,2019,2022-12-08,2024-01-01,Base,300
BMW,3 Series,183133,Automatic,2019,2022-11-21,2024-02-06,Full,382
Chevrolet,Impala,74432,Automatic,2017,2023-08-02,2023-11-17,Base,305
Toyota,Prius,170963,Automatic,2019,2023-02-24,2023-12-08,Advanced,121
Audi,Q5,169681,Automatic,2003,2023-10-12,2024-01-13,Luxe,349
Mercedes-Benz,E-Class,123008,Automatic,2014,2022-12-13,2023-12-22,Full,362
Mercedes-Benz,GLC,117474,Automatic,2004,2023-08-28,2024-02-01,Luxe,362
Toyota,RAV4,156275,Automatic,2022,2023-07-11,2024-01-21,Advanced,203
BMW,3 Series,45292,Automatic,2010,2023-03-18,2024-01-04,Luxe,255
BMW,3 Series,109679,Automatic,2010,2023-04-11,2024-02-08,Full,382
Chevrolet,Silverado,110953,Automatic,2014,2023-06-03,2023-12-29,Luxe,355
Toyota,Corolla,12693,Automatic,2012,2023-04-07,2023-11-28,Luxe,139
Audi,A6,143624,Automatic,2023,2023-02-18,2024-02-11,Base,335
Ford,Fusion,188566,Automatic,2023,2023-02-20,2023-11-25,Base,188
Toyota,Camry,70477,Automatic,2023,2023-03-16,2023-12-19,Full,301
Audi,A4,193460,Automatic,2002,2023-03-30,2023-11-21,Full,261
Ford,Explorer,175561,Automatic,2001,2023-08-09,2023-11-28,Luxe,300
Ford,Explorer,83411,Manual,2000,2023-01-15,2024-02-11,Base,300
Chevrolet,Malibu,135836,Automatic,2007,2023-10-03,2024-02-03,Full,182
Toyota,Corolla,172286,Automatic,2007,2023-02-22,2023-12-23,Full,139
Ford,Mustang,109566,Automatic,2009,2023-05-10,2023-12-16,Base,450
Audi,A4,127211,Automatic,2001,2023-06-28,2024-01-03,Full,261
Audi,Q7,60049,Automatic,2021,2022-11-22,2023-12-10,Base,335
Ford,Explorer,170292,Automatic,2019,2023-11-10,2024-01-12,Advanced,290
Audi,Q5,148089,Automatic,2006,2023-02-26,2023-11-25,Full,261
Toyota,Prius,127577,Automatic,2021,2023-04-13,2023-12-25,Full,121
Toyota,Camry,160244,Automatic,2000,2022-12-05,2023-12-31,Full,301
Ford,F-150,120487,Automatic,2014,2023-03-29,2024-02-12,Advanced,400
BMW,X5,91687,Automatic,2007,2023-10-05,2023-12-30,Full,456
Ford,Mustang,123448,Automatic,2005,2023-08-07,2023-12-14,Full,450
Chevrolet,Equinox,101661,Automatic,2007,2022-11-18,2023-12-15,Luxe,252
Mercedes-Benz,GLC,49039,Automatic,2021,2023-03-16,2023-12-24,Full,362
Mercedes-Benz,GLC,189784,Automatic,2017,2023-10-11,2024-01-16,Base,362
Mercedes-Benz,E-Class,55222,Manual,2016,2022-12-15,2023-11-27,Full,255
Ford,Fusion,158508,Automatic,2000,2023-09-19,2024-01-21,Luxe,188
BMW,X5,29936,Automatic,2006,2022-11-30,2024-01-29,Luxe,335
Ford,Fusion,183424,Automatic,2012,2023-10-13,2023-12-21,Luxe,325
BMW,3 Series,178665,Automatic,2016,2023-08-29,2023-12-05,Full,382
Mercedes-Benz,E-Class,183363,Automatic,2010,2023-01-08,2024-01-11,Full,255
Chevrolet,Impala,174916,Automatic,2001,2023-11-04,2023-11-25,Luxe,305
Mercedes-Benz,GLC,140182,Automatic,2012,2023-05-03,2024-01-20,Full,362
Mercedes-Benz,GLC,94410,Automatic,2007,2022-12-24,2023-11-18,Base,362
Chevrolet,Malibu,177612,Automatic,2015,2023-02-22,2023-11-20,Luxe,250
Mercedes-Benz,C-Class,43263,Automatic,2023,2023-04-07,2024-01-15,Luxe,255
Audi,A4,64155,Automatic,2019,2023-05-28,2023-12-27,Base,261
BMW,5 Series,52009,Automatic,2001,2023-07-18,2023-12-25,Advanced,248
Toyota,RAV4,194364,Automatic,2003,2023-07-19,2024-01-14,Advanced,203
Toyota,Corolla,181085,Automatic,2004,2023-07-12,2023-12-24,Base,169
Mercedes-Benz,GLC,60854,Automatic,2021,2023-04-01,2023-12-31,Luxe,255
Mercedes-Benz,S-Class,171576,Automatic,2012,2022-12-30,2023-11-19,Base,362
Ford,Mustang,164400,Automatic,2023,2022-12-06,2023-12-06,Base,300
BMW,X3,25066,Automatic,2002,2023-07-04,2024-01-14,Base,248
Toyota,Corolla,64956,Automatic,2006,2023-03-05,2023-12-12,Advanced,139
Mercedes-Benz,C-Class,56211,Automatic,2003,2023-06-15,2023-12-21,Base,385
BMW,3 Series,165981,Automatic,2005,2023-04-18,2023-11-30,Base,382
Audi,Q5,70446,Manual,2008,2022-12-04,2023-12-15,Full,349
Chevrolet,Impala,83264,Automatic,2011,2023-03-11,2023-12-22,Base,305
BMW,X3,167888,Automatic,2006,2023-08-25,2024-01-07,Base,382
BMW,X3,60996,Automatic,2006,2023-08-04,2024-01-13,Luxe,248
Chevrolet,Malibu,70368,Automatic,2010,2023-02-07,2024-01-08,Luxe,182
Audi,Q7,133477,Automatic,2012,2023-01-21,2023-12-31,Advanced,335
Mercedes-Benz,S-Class,150540,Automatic,2003,2023-05-30,2024-02-05,Full,463
Audi,A6,186254,Manual,2018,2023-01-31,2024-02-06,Luxe,335
Toyota,Corolla,116573,Automatic,2001,2023-06-13,2024-01-28,Luxe,139
BMW,5 Series,26842,Automatic,2005,2023-04-01,2023-12-23,Luxe,248
Toyota,Camry,130475,Automatic,2020,2023-10-04,2024-02-09,Full,208
Mercedes-Benz,S-Class,61493,Automatic,2021,2023-07-10,2024-01-12,Base,362
BMW,X3,53347,Automatic,2000,2023-02-06,2023-12-20,Full,248
Audi,Q5,115682,Automatic,2023,2023-05-15,2023-12-28,Base,349
Chevrolet,Silverado,105746,Automatic,2013,2022-12-19,2023-11-17,Base,285
Chevrolet,Silverado,23283,Automatic,2003,2023-05-23,2024-01-01,Luxe,355
Ford,Mustang,131274,Automatic,2019,2022-12-31,2023-12-16,Base,300
Chevrolet,Equinox,45454,Automatic,2001,2022-12-12,2024-01-20,Full,170
BMW,5 Series,110269,Automatic,2003,2023-06-30,2023-12-24,Advanced,248
Mercedes-Benz,C-Class,44371,Manual,2004,2023-07-11,2024-02-12,Base,255
BMW,X5,42668,Manual,2009,2023-01-16,2024-01-16,Base,456
Toyota,Prius,63375,Manual,2013,2023-10-07,2023-12-09,Full,121
Ford,Fusion,91228,Automatic,2015,2023-07-12,2024-01-28,Full,325
Audi,A4,75340,Automatic,2023,2023-07-28,2024-02-10,Advanced,261
Chevrolet,Impala,147467,Automatic,2015,2023-06-06,2024-01-14,Full,305
Chevrolet,Silverado,27314,Automatic,2017,2023-07-21,2023-12-04,Luxe,355
Ford,Fusion,69702,Automatic,2003,2023-01-20,2023-12-30,Full,325
Audi,A4,27043,Automatic,2013,2023-08-15,2023-12-03,Advanced,261
Audi,Q5,80934,Automatic,2003,2023-09-20,2023-12-24,Advanced,261
Toyota,Camry,163134,Automatic,2003,2023-05-15,2024-01-02,Advanced,301
BMW,5 Series,81077,Automatic,2000,2023-09-03,2024-01-07,Advanced,248
Chevrolet,Equinox,105052,Automatic,2021,2023-03-16,2023-11-22,Full,252
Chevrolet,Equinox,184953,Automatic,2015,2023-04-25,2024-01-17,Full,170
Toyota,Prius,128745,Automatic,2015,2023-11-09,2023-11-17,Advanced,121
BMW,X3,74163,Automatic,2023,2023-04-14,2023-11-25,Full,382
Chevrolet,Malibu,51829,Automatic,2001,2023-10-28,2023-12-20,Full,182
Ford,Explorer,30249,Automatic,2021,2023-05-21,2023-11-21,Base,300
BMW,X3,111090,Automatic,2010,2023-08-12,2024-01-15,Base,248
Audi,A6,151673,Automatic,2007,2023-01-24,2023-12-26,Base,248
Chevrolet,Impala,148615,Automatic,2008,2023-06-28,2023-12-10,Base,305
Mercedes-Benz,C-Class,84443,Automatic,2016,2022-12-31,2024-01-20,Advanced,255
Toyota,RAV4,52040,Automatic,2013,2023-01-06,2023-12-10,Base,203
Toyota,Prius,179403,Automatic,2023,2022-11-25,2023-12-17,Full,121
Chevrolet,Silverado,167082,Automatic,2006,2023-10-31,2024-01-19,Advanced,285
Mercedes-Benz,GLC,58510,Automatic,2009,2022-12-31,2023-11-28,Base,255
Audi,A4,42468,Automatic,2002,2023-04-26,2023-12-12,Advanced,261
Chevrolet,Impala,196246,Automatic,2010,2023-01-15,2024-02-02,Full,305
Audi,A6,19619,Automatic,2023,2023-06-04,2024-02-09,Luxe,248
BMW,3 Series,69145,Automatic,2017,2023-09-05,2023-11-24,Luxe,382
Mercedes-Benz,S-Class,194069,Automatic,2008,2023-09-03,2024-01-26,Advanced,362
Mercedes-Benz,S-Class,150341,Automatic,2002,2022-12-15,2024-01-20,Luxe,362
Mercedes-Benz,GLC,146308,Automatic,2013,2023-09-05,2023-12-01,Advanced,255
Ford,Mustang,84606,Automatic,2006,2023-10-02,2023-12-22,Full,450
BMW,3 Series,129209,Automatic,2016,2023-09-25,2024-01-09,Full,255
BMW,X3,97268,Automatic,2004,2023-02-25,2024-01-18,Luxe,382
BMW,X3,137524,Automatic,2021,2022-11-21,2023-12-13,Advanced,248
Ford,Fusion,10500,Automatic,2018,2023-08-20,2023-11-19,Advanced,188
Mercedes-Benz,E-Class,144679,Automatic,2004,2022-12-18,2024-01-20,Luxe,362
Ford,Explorer,132138,Automatic,2014,2023-03-10,2023-12-10,Base,300
Audi,Q7,143244,Automatic,2000,2022-12-26,2023-11-16,Full,335
Audi,A6,86031,Automatic,2020,2023-11-10,2024-01-29,Luxe,248
Toyota,Prius,77639,Automatic,2004,2023-08-16,2024-02-13,Advanced,121
Ford,F-150,161403,Automatic,2015,2023-11-09,2023-11-18,Base,400
Mercedes-Benz,S-Class,52893,Automatic,2023,2023-01-15,2023-12-26,Full,463
Mercedes-Benz,GLC,49710,Automatic,2009,2023-01-21,2023-12-18,Luxe,362
BMW,X3,55077,Automatic,2019,2023-01-02,2023-12-11,Luxe,382
BMW,X3,163043,Automatic,2018,2022-11-20,2024-02-02,Base,382
Chevrolet,Equinox,44714,Automatic,2022,2023-05-22,2023-12-31,Advanced,170
Mercedes-Benz,C-Class,145652,Automatic,2012,2023-09-30,2024-01-22,Luxe,255
Mercedes-Benz,S-Class,180300,Automatic,2002,2023-10-22,2024-01-08,Full,362
BMW,X3,53651,Automatic,2011,2023-01-03,2023-12-22,Luxe,248
Toyota,Prius,77141,Automatic,2001,2023-01-13,2023-12-16,Advanced,121
BMW,5 Series,78331,Automatic,2017,2023-11-09,2023-12-13,Advanced,335
Mercedes-Benz,E-Class,109027,Automatic,2015,2023-09-04,2023-12-12,Base,362
Ford,F-150,18765,Automatic,2017,2023-01-09,2024-01-11,Full,400
Ford,Mustang,160873,Automatic,2004,2023-07-15,2023-12-12,Luxe,450
Toyota,RAV4,126163,Automatic,2019,2023-08-16,2023-11-19,Base,219
Audi,Q7,14037,Automatic,2015,2023-02-15,2023-12-05,Base,335
BMW,5 Series,64187,Automatic,2009,2022-12-03,2024-02-02,Full,248
Chevrolet,Malibu,161512,Automatic,2006,2022-12-01,2023-11-21,Full,182
Toyota,Prius,174466,Automatic,2021,2023-08-01,2023-12-02,Full,121
BMW,X5,123073,Automatic,2015,2023-03-23,2024-01-14,Luxe,335
Chevrolet,Malibu,148301,Automatic,2015,2023-05-10,2023-11-19,Advanced,182
Mercedes-Benz,C-Class,163955,Automatic,2013,2023-09-27,2024-02-01,Base,385
Toyota,Corolla,26033,Automatic,2012,2022-12-07,2024-01-03,Base,139
Chevrolet,Impala,86115,Automatic,2006,2023-07-12,2023-12-19,Luxe,305
Mercedes-Benz,E-Class,124441,Automatic,2020,2023-04-01,,Luxe,255
Audi,A6,134944,Automatic,2022,2023-08-04,,Base,248
Ford,Explorer,172933,Automatic,2015,2023-01-06,,Advanced,290
Chevrolet,Malibu,48983,Automatic,2014,2023-01-23,,Base,182
Chevrolet,Impala,81256,Automatic,2022,2023-07-31,,Full,305
Toyota,Corolla,129117,Automatic,2002,2023-01-21,,Luxe,139
Mercedes-Benz,C-Class,197422,Automatic,2007,2023-02-26,,Luxe,255
Toyota,Prius,77875,Automatic,2016,2023-02-28,,Base,121
Audi,A4,137063,Automatic,2004,2023-04-12,,Advanced,261
BMW,5 Series,22291,Automatic,2002,2023-02-14,,Full,335
Audi,A6,13068,Automatic,2019,2023-05-30,,Luxe,335
Audi,A4,60286,Automatic,2020,2023-03-29,,Luxe,261
Audi,A4,47541,Automatic,2023,2023-05-28,,Full,261
Mercedes-Benz,E-Class,99206,Automatic,2020,2022-12-08,,Full,255
Ford,Explorer,131892,Manual,2013,2023-04-17,,Luxe,300
Chevrolet,Silverado,121382,Automatic,2020,2023-03-18,,Luxe,285
Ford,F-150,97906,Automatic,2019,2023-09-04,,Advanced,400
Mercedes-Benz,S-Class,25942,Automatic,2002,2023-09-21,,Advanced,362
Audi,A4,131132,Automatic,2013,2023-06-23,,Base,261
Toyota,RAV4,143538,Automatic,2015,2023-10-22,,Advanced,219
Audi,A6,93429,Automatic,2016,2023-09-21,,Base,335
Chevrolet,Malibu,132815,Automatic,2012,2023-09-10,,Advanced,182
Ford,Fusion,107165,Automatic,2020,2023-09-07,,Full,325
Ford,Fusion,76306,Automatic,2011,2023-02-06,,Luxe,188
Ford,F-150,33420,Automatic,2003,2023-09-18,,Base,400
BMW,X5,138799,Automatic,2013,2022-11-25,,Base,456
Mercedes-Benz,E-Class,16878,Automatic,2006,2023-02-17,,Luxe,362
Mercedes-Benz,E-Class,174899,Automatic,2010,2023-10-02,,Base,255
Chevrolet,Impala,82876,Automatic,2019,2023-07-14,,Full,305
BMW,3 Series,30936,Automatic,2001,2023-02-03,,Luxe,382
Chevrolet,Impala,157333,Automatic,2008,2023-11-03,,Advanced,305
Ford,Explorer,174205,Automatic,2017,2023-08-28,,Base,300
Mercedes-Benz,E-Class,46230,Automatic,2004,2022-12-22,,Advanced,255
Chevrolet,Equinox,68800,Automatic,2011,2023-10-09,,Advanced,170
Toyota,Corolla,136385,Automatic,2022,2023-01-31,,Advanced,169
Toyota,Camry,159452,Automatic,2011,2023-08-04,,Base,208
Mercedes-Benz,S-Class,165228,Automatic,2007,2023-03-15,,Full,362
Ford,F-150,152793,Automatic,2015,2023-06-19,,Full,400
Audi,A4,138596,Automatic,2007,2023-05-07,,Full,261
Mercedes-Benz,E-Class,125256,Automatic,2004,2023-10-24,,Advanced,362
Toyota,Corolla,168448,Automatic,2001,2023-09-03,,Advanced,169
Toyota,Camry,26484,Automatic,2012,2023-05-02,,Full,203
BMW,X5,152699,Automatic,2012,2022-12-01,,Base,456
Mercedes-Benz,C-Class,131922,Automatic,2008,2023-09-04,,Advanced,385
BMW,5 Series,185144,Automatic,2022,2023-05-28,,Base,248
Toyota,Camry,26482,Automatic,2018,2023-08-13,,Luxe,208
Mercedes-Benz,S-Class,27706,Automatic,2018,2023-09-28,,Base,463
Chevrolet,Malibu,67396,Automatic,2016,2023-07-16,,Base,182
Toyota,Prius,104815,Automatic,2001,2023-09-20,,Luxe,121
Mercedes-Benz,GLC,101278,Automatic,2002,2023-09-14,,Full,362
Toyota,Prius,46342,Automatic,2008,2023-06-19,,Base,121
Audi,Q7,122699,Automatic,2000,2023-01-30,,Advanced,335
Audi,Q5,74932,Automatic,2012,2023-03-26,,Full,261
Ford,Mustang,78797,Automatic,2015,2023-09-30,,Luxe,300
BMW,X5,66871,Automatic,2002,2023-03-07,,Full,456
Audi,A6,56625,Automatic,2019,2023-04-12,,Full,248
Chevrolet,Malibu,26045,Automatic,2017,2023-09-22,,Advanced,250
BMW,X3,164933,Automatic,2014,2023-04-22,,Base,248
Ford,Explorer,92813,Automatic,2005,2022-11-17,,Full,290
BMW,X3,142099,Automatic,2014,2023-04-04,,Base,248
Chevrolet,Silverado,38051,Automatic,2000,2023-02-15,,Full,285
Mercedes-Benz,E-Class,97697,Automatic,2006,2023-01-10,,Advanced,362
Mercedes-Benz,GLC,159207,Automatic,2023,2023-07-22,,Full,362
BMW,5 Series,95842,Automatic,2005,2022-11-17,,Base,335
Mercedes-Benz,S-Class,129402,Automatic,2008,2023-06-18,,Advanced,463
BMW,5 Series,37984,Automatic,2019,2023-03-05,,Base,335
Mercedes-Benz,C-Class,84658,Automatic,2001,2023-09-25,,Advanced,385
BMW,5 Series,71770,Automatic,2012,2023-08-16,,Luxe,335
BMW,X5,149624,Automatic,2016,2023-07-23,,Luxe,456
Ford,Explorer,135027,Automatic,2007,2023-01-19,,Luxe,290
Chevrolet,Silverado,51888,Automatic,2023,2023-06-08,,Full,355
BMW,X3,79310,Automatic,2023,2023-02-04,,Base,248
Ford,Explorer,95070,Automatic,2021,2023-07-19,,Base,290
Ford,Explorer,30083,Automatic,2021,2023-10-05,,Advanced,290
Mercedes-Benz,C-Class,105702,Automatic,2014,2023-05-16,,Base,385
Ford,F-150,171679,Automatic,2022,2023-03-15,,Full,400
Chevrolet,Equinox,92953,Automatic,2013,2022-12-26,,Advanced,252
BMW,X5,51452,Automatic,2013,2023-10-11,,Base,335
Chevrolet,Silverado,82081,Automatic,2005,2023-06-05,,Base,285
Chevrolet,Impala,123934,Automatic,2019,2022-11-26,,Luxe,305
Ford,Mustang,186401,Automatic,2014,2023-04-06,,Luxe,300
Toyota,Prius,107010,Automatic,2023,2023-01-24,,Advanced,121
Audi,Q5,155157,Automatic,2005,2023-08-15,,Luxe,349
Chevrolet,Impala,102221,Automatic,2008,2023-10-25,,Full,305
Chevrolet,Silverado,115691,Automatic,2015,2023-08-16,,Full,355
BMW,X3,140470,Automatic,2011,2023-10-04,,Base,248
BMW,X3,24891,Automatic,2014,2023-02-27,,Advanced,248
Ford,Explorer,129383,Automatic,2001,2023-08-22,,Base,300
Ford,Mustang,43350,Automatic,2014,2023-11-12,,Advanced,300
Mercedes-Benz,GLC,22934,Automatic,2020,2023-04-17,,Full,255
Toyota,Prius,133175,Automatic,2022,2022-12-26,,Luxe,121
Toyota,Corolla,59807,Manual,2021,2023-01-16,,Full,139
Audi,Q5,103933,Automatic,2005,2023-07-06,,Luxe,261
Toyota,Corolla,157652,Automatic,2008,2023-10-12,,Advanced,169
Toyota,Prius,28936,Automatic,2004,2023-07-01,,Luxe,121
Mercedes-Benz,E-Class,149787,Automatic,2010,2022-12-10,,Luxe,255
Ford,Explorer,171577,Automatic,2002,2023-03-13,,Advanced,300
Ford,F-150,169991,Automatic,2011,2022-12-02,,Full,400
Mercedes-Benz,S-Class,12065,Automatic,2023,2023-03-24,,Advanced,362
Chevrolet,Impala,159254,Automatic,2009,2023-03-15,,Luxe,305
BMW,X5,153348,Automatic,2013,2023-05-15,,Advanced,456
BMW,X5,111394,Automatic,2016,2023-10-09,,Advanced,456
Toyota,Prius,61020,Automatic,2018,2023-06-27,,Base,121
BMW,3 Series,32054,Automatic,2014,2023-09-10,,Base,255
Toyota,RAV4,185071,Automatic,2013,2023-10-01,,Luxe,219
BMW,5 Series,64522,Automatic,2013,2022-12-28,,Advanced,248
BMW,5 Series,112036,Automatic,2000,2023-01-27,,Luxe,248
BMW,5 Series,172717,Automatic,2001,2023-04-19,,Full,248
Audi,A6,21088,Automatic,2023,2023-02-04,,Luxe,248
Ford,F-150,192600,Automatic,2018,2023-01-29,,Base,400
Ford,Mustang,40631,Automatic,2008,2023-02-08,,Base,300
Toyota,Camry,187681,Automatic,2020,2023-04-03,,Base,208
Ford,Fusion,72758,Automatic,2022,2023-07-16,,Luxe,325
Chevrolet,Impala,86733,Automatic,2010,2023-04-04,,Luxe,305
BMW,5 Series,51592,Automatic,2007,2023-05-15,,Full,248
Toyota,Camry,135941,Automatic,2018,2022-12-09,,Luxe,208
Chevrolet,Equinox,48696,Automatic,2003,2022-12-05,,Full,252
Audi,A4,21070,Automatic,2001,2023-03-04,,Advanced,261
Toyota,Camry,127122,Automatic,2011,2023-10-07,,Luxe,203
BMW,X3,166018,Automatic,2017,2023-10-19,,Full,248
Ford,Explorer,158498,Automatic,2010,2023-09-02,,Base,290
Chevrolet,Equinox,148570,Automatic,2011,2023-10-08,,Luxe,252
BMW,3 Series,166930,Automatic,2016,2023-01-02,,Full,255
Mercedes-Benz,S-Class,113025,Automatic,2001,2023-05-09,,Luxe,463
Mercedes-Benz,S-Class,197592,Automatic,2001,2022-11-17,,Luxe,362
Toyota,Camry,25415,Automatic,2020,2023-05-27,,Advanced,203
Mercedes-Benz,GLC,120683,Automatic,2012,2023-08-17,,Full,362
Ford,Mustang,195332,Automatic,2011,2023-08-19,,Luxe,300
BMW,5 Series,30681,Automatic,2015,2022-11-29,,Luxe,335
BMW,5 Series,79845,Automatic,2014,2023-02-27,,Advanced,335
Chevrolet,Impala,113427,Automatic,2008,2023-09-22,,Advanced,305
