Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower
Ford,Fusion,28556,Manual,2022,12.01.23,22.12.23,Luxe,325
Audi,A6,140476,Automatic,2000,06.02.23,06.02.24,Luxe,335
Mercedes-Benz,E-Class,80018,Automatic,2007,10.12.22,29.11.23,Base,362
Toyota,RAV4,20827,Automatic,2015,23.02.23,30.11.23,Luxe,219
Ford,F-150,191528,Automatic,2002,15.10.23,15.12.23,Luxe,400
Mercedes-Benz,GLC,136483,Automatic,2012,18.07.23,24.11.23,Advanced,255
Ford,Explorer,69259,Automatic,2010,19.08.23,10.01.24,Full,300
Ford,F-150,156268,Automatic,2013,10.05.23,12.01.24,Base,400
Audi,Q7,169646,Manual,2002,13.05.23,03.02.24,Full,335
Audi,Q7,32799,Automatic,2018,03.12.22,17.12.23,Base,335
Ford,Fusion,15045,Automatic,2015,28.12.22,06.01.24,Advanced,325
Toyota,Corolla,87774,Automatic,2020,28.05.23,16.11.23,Luxe,139
Toyota,RAV4,139537,Automatic,2023,04.07.23,29.01.24,Luxe,203
Toyota,RAV4,175078,Automatic,2023,31.12.22,28.11.23,Advanced,203
Toyota,RAV4,106963,Automatic,2019,11.06.23,16.12.23,Full,219
Audi,Q5,143447,Automatic,2023,06.10.23,03.12.23,Luxe,349
Chevrolet,Equinox,61460,Automatic,2016,19.03.23,16.11.23,Advanced,252
Chevrolet,Equinox,101854,Automatic,2000,19.03.23,30.01.24,Advanced,170
BMW,3 Series,116310,Automatic,2007,09.02.23,31.12.23,Base,382
BMW,X5,65279,Automatic,2021,31.03.23,06.01.24,Full,335
Mercedes-Benz,GLC,158760,Automatic,2017,14.10.23,17.11.23,Full,255
Audi,Q5,185004,Automatic,2017,29.08.23,16.01.24,Advanced,261
Audi,A4,198000,Automatic,2009,30.03.23,18.01.24,Luxe,261
Ford,F-150,24696,Automatic,2023,03.05.23,16.11.23,Full,400
Chevrolet,Silverado,180517,Automatic,2004,18.09.23,08.01.24,Full,285
BMW,5 Series,172532,Automatic,2015,02.02.23,30.12.23,Advanced,335
Audi,A6,91659,Automatic,2017,27.02.23,23.01.24,Full,248
Audi,A4,100320,Automatic,2005,21.10.23,10.02.24,Luxe,261
Ford,F-150,105945,Automatic,2009,26.08.23,07.12.23,Advanced,400
Mercedes-Benz,GLC,158092,Automatic,2020,08.09.23,06.12.23,Base,255
BMW,3 Series,55340,Automatic,2003,14.10.23,12.01.24,Full,382
Chevrolet,Impala,172975,Automatic,2008,28.05.23,28.01.24,Advanced,305
BMW,X3,163190,Automatic,2014,06.03.23,29.11.23,Base,382
Toyota,Camry,115558,Automatic,2010,25.09.23,25.11.23,Base,301
Toyota,RAV4,172870,Automatic,2023,12.04.23,05.02.24,Full,219
Ford,F-150,136194,Automatic,2023,04.10.23,21.01.24,Luxe,400
BMW,3 Series,156186,Automatic,2008,31.07.23,24.11.23,Base,255
Ford,Fusion,182665,Automatic,2022,07.08.23,21.12.23,Base,188
Ford,F-150,192440,Automatic,2011,26.05.23,26.11.23,Advanced,400
BMW,3 Series,115112,Automatic,2017,15.09.23,21.01.24,Luxe,382
Audi,A6,165364,Automatic,2013,25.07.23,23.01.24,Full,248
Toyota,Corolla,108793,Automatic,2015,20.02.23,07.02.24,Base,169
BMW,3 Series,62386,Automatic,2005,10.09.23,05.02.24,Luxe,382
Audi,Q7,191108,Automatic,2023,27.01.23,19.11.23,Advanced,335
BMW,X3,168622,Automatic,2013,21.04.23,27.01.24,Luxe,248
Ford,Fusion,43275,Automatic,2001,22.11.22,06.02.24,Luxe,325
Ford,Explorer,140481,Automatic,2001,04.02.23,02.01.24,Advanced,300
Mercedes-Benz,C-Class,77015,Automatic,2019,26.04.23,12.02.24,Advanced,255
Mercedes-Benz,E-Class,105855,Automatic,2001,05.03.23,31.12.23,Base,255
Toyota,Prius,138917,Automatic,2015,16.04.23,21.12.23,Advanced,121
Mercedes-Benz,E-Class,175983,Automatic,2012,17.05.23,19.12.23,Base,255
Ford,Fusion,161440,Automatic,2016,03.11.23,26.01.24,Advanced,188
BMW,X3,72532,Automatic,2006,13.11.23,14.01.24,Base,382
BMW,X3,138474,Automatic,2008,27.03.23,13.01.24,Luxe,248
Toyota,Corolla,162849,Automatic,2001,11.11.23,11.12.23,Advanced,169
Mercedes-Benz,GLC,150211,Automatic,2016,22.10.23,03.12.23,Luxe,255
Audi,A4,134443,Automatic,2009,23.09.23,09.02.24,Base,261
Mercedes-Benz,S-Class,197909,Automatic,2019,04.03.23,03.02.24,Luxe,362
Ford,Mustang,182446,Automatic,2019,05.06.23,08.01.24,Full,300
Mercedes-Benz,E-Class,185916,Automatic,2015,14.08.23,29.12.23,Base,255
Toyota,Prius,119597,Automatic,2002,23.12.22,29.11.23,Advanced,121
Mercedes-Benz,S-Class,77048,Manual,2021,16.07.23,25.12.23,Luxe,463
BMW,X5,40100,Automatic,2017,06.10.23,28.12.23,Base,456
Audi,A4,95855,Automatic,2002,18.05.23,22.01.24,Full,261
Ford,Mustang,80667,Automatic,2002,22.02.23,04.02.24,Base,450
Chevrolet,Impala,85720,Automatic,2010,17.12.22,23.12.23,Luxe,305
Mercedes-Benz,C-Class,137392,Automatic,2018,28.02.23,14.12.23,Base,255
Audi,A4,26735,Automatic,2004,15.09.23,19.01.24,Luxe,261
Audi,Q7,25200,Automatic,2018,14.12.22,24.11.23,Luxe,335
Toyota,Prius,62986,Automatic,2009,31.07.23,12.02.24,Advanced,121
Toyota,Prius,109091,Automatic,2022,03.08.23,27.01.24,Base,121
Mercedes-Benz,S-Class,133357,Automatic,2018,09.01.23,04.01.24,Base,362
Mercedes-Benz,GLC,92182,Automatic,2003,14.07.23,06.02.24,Full,362
Mercedes-Benz,S-Class,141875,Automatic,2005,10.03.23,05.01.24,Base,362
Audi,A6,107391,Automatic,2019,27.03.23,18.12.23,Luxe,248
Toyota,Prius,110731,Automatic,2005,19.05.23,08.02.24,Base,121
Mercedes-Benz,E-Class,154756,Automatic,2005,31.05.23,18.01.24,Luxe,255
Ford,Fusion,168020,Automatic,2023,18.03.23,27.12.23,Full,188
Mercedes-Benz,GLC,11091,Automatic,2020,24.09.23,27.12.23,Luxe,255
Ford,Explorer,102883,Automatic,2019,12.06.23,06.01.24,Advanced,300
BMW,3 Series,93447,Automatic,2003,25.01.23,01.02.24,Full,382
Toyota,Prius,174987,Automatic,2003,05.03.23,25.12.23,Advanced,121
Toyota,RAV4,108115,Automatic,2016,14.01.23,30.01.24,Luxe,203
BMW,5 Series,54652,Automatic,2012,02.10.23,19.01.24,Base,335
Toyota,Prius,51738,Automatic,2023,07.06.23,18.11.23,Luxe,121
Audi,A6,93502,Automatic,2012,31.08.23,15.12.23,Advanced,335
BMW,X3,141559,Automatic,2001,01.10.23,21.01.24,Luxe,248
Toyota,Corolla,187764,Automatic,2017,17.11.22,02.12.23,Advanced,169
Toyota,Prius,100690,Automatic,2022,19.03.23,06.02.24,Base,121
Toyota,RAV4,100438,Automatic,2011,12.01.23,17.12.23,Advanced,219
BMW,3 Series,122226,Automatic,2020,24.03.23,27.12.23,Full,255
Toyota,Corolla,92659,Automatic,2017,13.08.23,20.12.23,Full,169
Mercedes-Benz,E-Class,10245,Automatic,2007,10.05.23,08.02.24,Base,255
Ford,Mustang,177133,Automatic,2003,29.08.23,23.11.23,Full,300
BMW,5 Series,186071,Automatic,2022,24.09.23,17.11.23,Base,335
Toyota,RAV4,117917,Automatic,2016,19.08.23,10.12.23,Base,203
Audi,Q5,179838,Automatic,2000,25.06.23,13.01.24,Base,349
Audi,A4,28429,Automatic,2003,21.02.23,08.01.24,Full,261
BMW,3 Series,57228,Automatic,2009,10.09.23,19.12.23,Base,255
Audi,Q5,195069,Automatic,2018,14.10.23,07.01.24,Luxe,349
Audi,A4,179672,Automatic,2012,25.07.23,14.12.23,Base,261
Toyota,Corolla,80432,Automatic,2022,25.02.23,31.01.24,Full,139
BMW,X5,35468,Automatic,2013,24.09.23,27.11.23,Advanced,335
Chevrolet,Silverado,48855,Automatic,2021,04.12.22,29.01.24,Base,285
Chevrolet,Impala,112795,Automatic,2000,25.11.22,27.11.23,Base,305
Audi,A6,84849,Automatic,2014,01.07.23,16.12.23,Advanced,248
Ford,F-150,122760,Automatic,2008,02.07.23,10.12.23,Base,400
BMW,X3,177208,Automatic,2017,15.02.23,04.12.23,Full,382
Audi,Q7,154639,Automatic,2008,26.03.23,01.12.23,Full,335
Mercedes-Benz,S-Class,140020,Automatic,2003,27.11.22,17.01.24,Base,463
Toyota,RAV4,112158,Automatic,2000,23.10.23,07.01.24,Full,219
Toyota,RAV4,94201,Automatic,2010,03.02.23,14.12.23,Full,219
Ford,Fusion,165513,Automatic,2004,15.06.23,05.12.23,Base,325
BMW,3 Series,194298,Automatic,2017,22.10.23,20.11.23,Full,382
BMW,X5,188631,Automatic,2008,11.04.23,29.01.24,Base,456
Mercedes-Benz,S-Class,123278,Automatic,2006,28.03.23,27.12.23,Full,362
Audi,A6,141901,Automatic,2019,06.07.23,11.02.24,Full,248
Ford,Explorer,16201,Automatic,2010,28.06.23,22.11.23,Full,300
Audi,Q7,165990,Automatic,2009,12.07.23,17.01.24,Advanced,335
Ford,Mustang,24375,Automatic,2018,08.01.23,27.11.23,Advanced,450
Toyota,RAV4,138187,Automatic,2012,02.04.23,16.11.23,Full,219
Audi,Q7,111637,Automatic,2018,12.08.23,25.11.23,Full,335
Mercedes-Benz,S-Class,157855,Automatic,2020,22.07.23,09.01.24,Advanced,463
BMW,X5,26209,Automatic,2007,18.11.22,13.01.24,Base,456
Chevrolet,Impala,43695,Automatic,2018,26.06.23,13.02.24,Advanced,305
Chevrolet,Equinox,73084,Automatic,2007,26.05.23,20.12.23,Base,252
Audi,Q5,86936,Automatic,2007,14.02.23,18.01.24,Full,261
Mercedes-Benz,S-Class,32799,Automatic,2013,11.11.23,01.01.24,Base,463
Chevrolet,Equinox,165473,Automatic,2001,30.03.23,22.12.23,Luxe,170
Toyota,Camry,59185,Automatic,2011,20.09.23,21.11.23,Advanced,203
BMW,X5,127864,Automatic,2017,23.06.23,19.12.23,Base,335
Audi,A6,51042,Automatic,2018,19.12.22,15.12.23,Advanced,335
Ford,Fusion,96016,Automatic,2011,31.12.22,13.01.24,Base,188
Audi,Q7,14777,Automatic,2011,15.02.23,18.12.23,Full,335
Audi,A6,49367,Automatic,2012,23.07.23,10.12.23,Base,335
Ford,Mustang,162797,Automatic,2018,02.02.23,13.02.24,Base,450
Mercedes-Benz,C-Class,137803,Automatic,2008,25.01.23,06.02.24,Luxe,385
Toyota,Camry,56515,Automatic,2002,15.03.23,14.12.23,Base,203
BMW,3 Series,80704,Automatic,2018,09.01.23,23.12.23,Luxe,255
Mercedes-Benz,GLC,99050,Automatic,2008,10.10.23,10.12.23,Advanced,255
Mercedes-Benz,GLC,125785,Automatic,2009,11.01.23,06.02.24,Advanced,362
Audi,A4,116463,Automatic,2002,23.05.23,30.12.23,Advanced,261
Audi,Q7,36936,Automatic,2011,07.09.23,16.12.23,Full,335
BMW,X3,127846,Automatic,2002,24.12.22,16.12.23,Advanced,382
Toyota,Camry,196229,Automatic,2012,16.03.23,21.01.24,Base,203
Audi,A6,23197,Automatic,2011,01.10.23,19.01.24,Full,335
Chevrolet,Impala,181346,Automatic,2017,09.04.23,21.01.24,Advanced,305
Mercedes-Benz,E-Class,56271,Automatic,2017,21.03.23,24.12.23,Luxe,255
BMW,X3,79491,Automatic,2010,24.12.22,24.11.23,Luxe,382
BMW,X3,101516,Automatic,2003,05.02.23,12.12.23,Advanced,382
Audi,A6,133833,Automatic,2021,13.02.23,29.01.24,Luxe,335
Toyota,Camry,49387,Automatic,2017,23.10.23,19.11.23,Base,208
Toyota,RAV4,162093,Automatic,2011,17.11.22,17.11.23,Advanced,203
Audi,A4,86452,Automatic,2011,15.01.23,09.12.23,Luxe,261
Ford,F-150,164485,Automatic,2014,24.10.23,22.11.23,Full,400
Toyota,RAV4,170939,Automatic,2012,29.01.23,22.01.24,Base,203
Chevrolet,Silverado,55545,Automatic,2000,16.08.23,18.12.23,Base,285
Mercedes-Benz,S-Class,160822,Automatic,2001,28.12.22,09.02.24,Base,362
Audi,Q5,134210,Automatic,2002,04.08.23,16.12.23,Luxe,349
Mercedes-Benz,C-Class,114387,Automatic,2017,02.03.23,30.12.23,Base,255
BMW,3 Series,174156,Automatic,2010,19.06.23,14.12.23,Luxe,382
BMW,X5,159161,Automatic,2000,13.01.23,30.11.23,Advanced,456
Audi,Q7,120406,Automatic,2016,22.06.23,16.11.23,Full,335
Mercedes-Benz,GLC,67658,Automatic,2016,19.12.22,04.02.24,Advanced,255
Audi,Q7,27151,Automatic,2006,24.12.22,05.01.24,Luxe,335
Mercedes-Benz,E-Class,170673,Automatic,2002,05.01.23,10.12.23,Base,362
Mercedes-Benz,GLC,54576,Automatic,2000,22.08.23,07.12.23,Luxe,255
BMW,X3,99044,Automatic,2015,20.05.23,10.12.23,Luxe,382
Chevrolet,Malibu,27546,Automatic,2007,11.04.23,10.12.23,Advanced,250
Chevrolet,Impala,168888,Automatic,2016,10.01.23,22.11.23,Full,305
Chevrolet,Silverado,132424,Automatic,2009,25.07.23,04.12.23,Base,355
Audi,Q5,19450,Automatic,2019,19.03.23,04.01.24,Luxe,261
BMW,3 Series,163611,Manual,2021,07.10.23,12.12.23,Full,382
Mercedes-Benz,S-Class,88583,Automatic,2017,23.01.23,24.01.24,Luxe,362
Chevrolet,Impala,66269,Automatic,2011,28.12.22,13.12.23,Advanced,305
Mercedes-Benz,E-Class,137651,Automatic,2005,11.10.23,26.12.23,Base,362
Ford,Fusion,106454,Automatic,2006,24.02.23,27.01.24,Full,188
Audi,Q7,161469,Automatic,2003,01.06.23,17.12.23,Luxe,335
Ford,Explorer,43182,Automatic,2003,20.03.23,22.01.24,Base,290
BMW,3 Series,138183,Automatic,2021,05.05.23,23.11.23,Full,255
BMW,5 Series,116861,Automatic,2018,17.05.23,30.12.23,Full,248
Toyota,Camry,35425,Automatic,2004,16.01.23,28.01.24,Luxe,203
BMW,3 Series,148400,Automatic,2007,14.03.23,25.11.23,Full,382
Ford,Explorer,70851,Automatic,2008,12.07.23,08.12.23,Advanced,300
Audi,Q7,24689,Automatic,2005,11.08.23,06.01.24,Base,335
BMW,X5,171304,Automatic,2007,23.05.23,06.12.23,Full,335
Ford,Explorer,196146,Automatic,2019,02.05.23,24.01.24,Luxe,290
Mercedes-Benz,GLC,143256,Automatic,2005,29.04.23,04.01.24,Advanced,362
BMW,5 Series,13910,Automatic,2003,14.08.23,31.12.23,Full,248
Chevrolet,Silverado,61747,Automatic,2020,24.10.23,26.11.23,Base,355
Ford,Explorer,77405,Automatic,2002,27.03.23,03.01.24,Luxe,290
Toyota,RAV4,68592,Automatic,2021,18.09.23,22.01.24,Advanced,203
BMW,3 Series,137505,Automatic,2015,30.04.23,12.02.24,Base,382
Ford,Mustang,51136,Automatic,2006,31.01.23,08.12.23,Advanced,300
Audi,Q5,43756,Automatic,2020,31.07.23,08.12.23,Advanced,349
BMW,X3,38551,Automatic,2010,04.09.23,25.11.23,Luxe,382
Audi,A6,29633,Automatic,2000,24.03.23,05.12.23,Advanced,248
Chevrolet,Malibu,16984,Automatic,2013,26.04.23,18.11.23,Luxe,250
Chevrolet,Silverado,192269,Automatic,2018,12.01.23,01.01.24,Full,285
Chevrolet,Impala,52354,Automatic,2017,28.06.23,27.01.24,Advanced,305
BMW,X5,86405,Automatic,2016,02.07.23,06.02.24,Advanced,335
Chevrolet,Silverado,123809,Automatic,2006,21.07.23,07.01.24,Base,285
Chevrolet,Silverado,110501,Automatic,2022,13.07.23,29.01.24,Base,285
Ford,Mustang,14482,Automatic,2018,15.06.23,30.12.23,Luxe,300
Toyota,RAV4,59676,Automatic,2013,04.06.23,13.01.24,Base,219
Chevrolet,Silverado,152182,Automatic,2023,17.05.23,26.01.24,Luxe,355
Ford,Mustang,52981,Automatic,2012,16.10.23,06.02.24,Base,300
Chevrolet,Malibu,58200,Automatic,2013,22.12.22,17.01.24,Base,250
Toyota,Camry,69054,Automatic,2002,25.03.23,26.12.23,Base,208
Audi,Q7,77717,Automatic,2015,22.01.23,24.11.23,Advanced,335
BMW,X5,187115,Automatic,2018,17.09.23,15.01.24,Luxe,335
BMW,3 Series,115256,Manual,2001,31.07.23,25.11.23,Advanced,255
Chevrolet,Silverado,163339,Automatic,2017,15.10.23,22.01.24,Advanced,355
BMW,5 Series,24345,Automatic,2014,04.12.22,20.01.24,Advanced,248
Ford,Explorer,158384,Automatic,2016,26.08.23,26.12.23,Luxe,290
Ford,Fusion,144567,Automatic,2011,30.01.23,06.12.23,Full,188
Ford,Fusion,74150,Automatic,2007,12.11.23,15.12.23,Luxe,325
Toyota,Camry,78699,Automatic,2016,22.07.23,04.01.24,Advanced,203
Chevrolet,Silverado,133806,Automatic,2008,05.04.23,26.12.23,Full,285
Audi,A6,128673,Automatic,2013,28.02.23,11.12.23,Advanced,335
Audi,A4,134811,Automatic,2012,14.04.23,15.12.23,Advanced,261
Ford,Mustang,24860,Automatic,2023,25.06.23,27.01.24,Advanced,300
Toyota,Camry,49715,Automatic,2001,08.09.23,07.02.24,Advanced,208
Toyota,RAV4,137772,Automatic,2020,15.05.23,07.02.24,Luxe,219
BMW,3 Series,172709,Automatic,2014,21.11.22,24.11.23,Advanced,382
Ford,Explorer,173733,Automatic,2021,25.01.23,22.01.24,Base,290
BMW,3 Series,71210,Automatic,2004,29.05.23,17.11.23,Advanced,382
Chevrolet,Impala,86332,Automatic,2002,09.09.23,15.01.24,Luxe,305
Audi,Q5,182722,Automatic,2010,03.07.23,02.12.23,Advanced,261
BMW,5 Series,29484,Automatic,2003,09.09.23,13.12.23,Base,335
Chevrolet,Impala,155288,Automatic,2015,04.06.23,18.12.23,Full,305
Chevrolet,Silverado,19926,Automatic,2002,06.06.23,26.01.24,Base,355
BMW,X3,168551,Automatic,2019,24.01.23,20.01.24,Luxe,382
Audi,A6,99312,Automatic,2017,01.01.23,05.02.24,Base,335
Mercedes-Benz,E-Class,169516,Automatic,2009,04.06.23,03.02.24,Luxe,255
Ford,Explorer,182922,Automatic,2002,29.05.23,20.12.23,Advanced,290
Audi,A4,80204,Automatic,2001,31.07.23,23.01.24,Luxe,261
BMW,5 Series,71420,Automatic,2015,07.07.23,28.12.23,Luxe,248
Toyota,Prius,119333,Automatic,2004,30.12.22,15.01.24,Luxe,121
BMW,5 Series,24849,Automatic,2011,05.12.22,25.12.23,Full,335
Ford,Mustang,114265,Automatic,2000,30.05.23,01.02.24,Advanced,300
Ford,F-150,149581,Automatic,2021,20.11.22,09.02.24,Full,400
Toyota,Camry,124985,Automatic,2002,29.05.23,23.11.23,Base,208
Audi,Q7,61988,Automatic,2014,16.05.23,01.01.24,Base,335
Audi,Q7,74524,Automatic,2017,10.05.23,10.02.24,Base,335
BMW,5 Series,161536,Automatic,2000,13.09.23,31.12.23,Luxe,335
Mercedes-Benz,E-Class,167397,Automatic,2007,22.02.23,12.01.24,Luxe,362
Toyota,RAV4,21342,Automatic,2011,06.08.23,28.01.24,Full,219
Chevrolet,Silverado,112814,Automatic,2018,08.04.23,12.02.24,Base,285
BMW,X5,18604,Automatic,2020,17.03.23,24.01.24,Luxe,456
Mercedes-Benz,C-Class,68104,Automatic,2008,06.11.23,28.11.23,Advanced,255
Chevrolet,Silverado,76373,Automatic,2004,12.04.23,14.01.24,Full,355
Mercedes-Benz,S-Class,136183,Automatic,2022,04.11.23,04.12.23,Luxe,463
Audi,Q7,122127,Automatic,2007,09.07.23,30.12.23,Full,335
Audi,A6,63052,Automatic,2004,22.06.23,03.01.24,Full,335
BMW,X5,158111,Automatic,2011,27.05.23,21.01.24,Advanced,456
Ford,Explorer,158506,Automatic,2009,09.10.23,13.02.24,Luxe,290
Audi,Q7,178991,Automatic,2023,22.08.23,21.12.23,Advanced,335
Ford,Mustang,71985,Automatic,2015,28.04.23,20.12.23,Luxe,450
BMW,X3,80530,Automatic,2022,26.11.22,12.01.24,Advanced,248
Chevrolet,Equinox,40107,Automatic,2017,01.01.23,21.01.24,Full,252
Chevrolet,Impala,110379,Automatic,2019,11.06.23,15.01.24,Luxe,305
Audi,Q5,61210,Automatic,2016,23.03.23,31.12.23,Full,261
BMW,X3,21094,Automatic,2003,03.05.23,22.11.23,Luxe,382
Chevrolet,Impala,146391,Automatic,2006,01.07.23,17.11.23,Base,305
BMW,5 Series,163097,Automatic,2020,07.05.23,31.12.23,Full,335
Ford,F-150,120399,Automatic,2007,28.12.22,22.12.23,Base,400
Ford,Explorer,193557,Automatic,2004,13.06.23,08.01.24,Full,300
Mercedes-Benz,E-Class,26368,Manual,2023,24.07.23,18.11.23,Advanced,255
Chevrolet,Equinox,182098,Automatic,2002,07.12.22,23.11.23,Base,252
BMW,3 Series,120046,Automatic,2000,25.07.23,11.12.23,Full,255
Mercedes-Benz,S-Class,99038,Automatic,2003,28.10.23,08.01.24,Advanced,463
Audi,Q7,130358,Automatic,2007,14.08.23,06.01.24,Base,335
Chevrolet,Impala,76297,Automatic,2005,05.10.23,13.12.23,Advanced,305
Mercedes-Benz,E-Class,129821,Automatic,2012,14.04.23,08.02.24,Advanced,362
Audi,Q5,110999,Automatic,2008,11.07.23,21.12.23,Advanced,349
Ford,Explorer,152939,Manual,2020,02.10.23,15.01.24,Advanced,290
Ford,Mustang,183338,Automatic,2007,09.08.23,13.12.23,Advanced,450
BMW,X5,80473,Automatic,2020,02.08.23,07.01.24,Advanced,335
BMW,5 Series,142769,Automatic,2008,03.08.23,19.11.23,Advanced,335
Mercedes-Benz,E-Class,95832,Automatic,2021,06.10.23,01.02.24,Luxe,255
Mercedes-Benz,S-Class,50801,Automatic,2012,15.03.23,05.02.24,Advanced,362
Audi,Q7,44488,Automatic,2019,18.03.23,08.02.24,Luxe,335
Ford,F-150,168846,Automatic,2006,07.07.23,26.01.24,Luxe,400
Mercedes-Benz,E-Class,75096,Automatic,2021,07.11.23,01.02.24,Full,362
Toyota,RAV4,168354,Automatic,2013,09.10.23,09.02.24,Base,219
Audi,Q7,150638,Automatic,2003,08.11.23,26.12.23,Advanced,335
Toyota,RAV4,34799,Automatic,2007,12.05.23,01.12.23,Advanced,219
Chevrolet,Malibu,148793,Automatic,2005,11.12.22,06.02.24,Luxe,250
Toyota,Prius,157028,Automatic,2017,02.02.23,28.12.23,Luxe,121
BMW,5 Series,109182,Manual,2019,23.08.23,29.11.23,Base,335
Audi,Q5,137551,Automatic,2020,06.08.23,28.01.24,Luxe,261
Audi,Q7,48673,Automatic,2004,17.06.23,13.02.24,Full,335
Audi,Q7,182736,Automatic,2016,22.10.23,19.01.24,Advanced,335
Audi,Q7,159281,Automatic,2001,14.01.23,21.12.23,Advanced,335
Mercedes-Benz,E-Class,122317,Automatic,2007,14.06.23,01.12.23,Base,255
Audi,Q5,117804,Automatic,2019,22.10.23,29.11.23,Base,349
Chevrolet,Impala,195676,Automatic,2018,17.05.23,15.12.23,Base,305
Audi,A4,136980,Automatic,2008,09.10.23,26.01.24,Advanced,261
BMW,X5,147230,Automatic,2018,13.11.23,07.02.24,Base,456
Mercedes-Benz,C-Class,164662,Automatic,2016,24.06.23,28.01.24,Base,385
Mercedes-Benz,GLC,86749,Automatic,2014,26.01.23,29.11.23,Base,255
Chevrolet,Equinox,36708,Automatic,2002,26.01.23,03.02.24,Base,252
BMW,X3,154851,Automatic,2014,08.06.23,13.12.23,Advanced,248
Toyota,RAV4,191105,Automatic,2018,19.01.23,27.12.23,Luxe,219
Audi,Q5,157542,Automatic,2023,10.03.23,01.02.24,Full,349
Ford,Mustang,161813,Automatic,2000,03.02.23,27.11.23,Base,300
Chevrolet,Malibu,128678,Automatic,2008,20.08.23,01.01.24,Base,250
Chevrolet,Equinox,83959,Automatic,2018,11.11.23,03.12.23,Base,170
Mercedes-Benz,C-Class,169086,Automatic,2012,30.01.23,24.01.24,Base,255
Chevrolet,Equinox,48766,Automatic,2015,05.08.23,24.01.24,Base,252
BMW,5 Series,120083,Automatic,2008,05.03.23,12.02.24,Advanced,248
Audi,A6,16330,Automatic,2015,03.04.23,28.12.23,Full,335
Ford,Mustang,67546,Automatic,2001,26.09.23,15.01.24,Advanced,300
BMW,X5,148370,Automatic,2005,28.10.23,25.01.24,Base,335
Chevrolet,Silverado,18277,Automatic,2019,22.10.23,17.01.24,Luxe,355
BMW,5 Series,151348,Automatic,2020,24.02.23,02.12.23,Full,335
Ford,F-150,132343,Automatic,2011,04.01.23,06.02.24,Base,400
Audi,Q5,191662,Automatic,2012,17.05.23,29.01.24,Advanced,349
Ford,Fusion,27737,Automatic,2000,17.10.23,29.01.24,Advanced,188
Audi,Q7,67056,Automatic,2008,19.02.23,16.11.23,Full,335
Audi,A4,149499,Automatic,2008,15.03.23,10.02.24,Base,261
Audi,Q7,134466,Automatic,2002,01.03.23,20.12.23,Base,335
Chevrolet,Impala,34637,Automatic,2001,13.04.23,03.01.24,Full,305
Audi,Q7,19154,Automatic,2005,30.10.23,24.12.23,Base,335
Toyota,Camry,165420,Manual,2012,08.04.23,09.02.24,Advanced,203
Chevrolet,Malibu,23184,Automatic,2017,28.08.23,27.01.24,Advanced,182
Audi,Q7,123620,Automatic,2022,08.07.23,20.11.23,Full,335
Chevrolet,Malibu,44512,Automatic,2001,07.09.23,14.01.24,Base,250
Audi,Q5,55743,Automatic,2004,11.02.23,23.12.23,Luxe,261
Chevrolet,Equinox,80107,Automatic,2021,10.02.23,23.11.23,Advanced,170
BMW,5 Series,19094,Automatic,2011,29.12.22,25.01.24,Full,248
Mercedes-Benz,C-Class,118625,Automatic,2009,04.01.23,28.01.24,Luxe,385
Chevrolet,Equinox,83020,Automatic,2016,05.04.23,17.01.24,Luxe,170
Mercedes-Benz,E-Class,39383,Manual,2014,24.08.23,03.02.24,Luxe,362
BMW,X3,122362,Automatic,2002,21.08.23,12.01.24,Base,382
Audi,Q7,121714,Automatic,2021,14.02.23,23.12.23,Full,335
Chevrolet,Equinox,161916,Automatic,2022,19.09.23,12.12.23,Luxe,170
Audi,A4,79134,Manual,2009,04.12.22,18.11.23,Base,261
Toyota,Camry,107432,Automatic,2022,05.11.23,18.12.23,Advanced,301
Audi,A4,167029,Manual,2004,19.11.22,18.12.23,Advanced,261
BMW,X5,179324,Automatic,2004,23.01.23,12.02.24,Base,335
Audi,Q7,152698,Automatic,2000,03.11.23,26.01.24,Luxe,335
BMW,5 Series,89798,Automatic,2012,16.10.23,23.01.24,Base,335
Mercedes-Benz,C-Class,32684,Automatic,2023,18.08.23,18.11.23,Base,385
Toyota,Camry,64812,Automatic,2022,11.02.23,25.01.24,Base,301
Mercedes-Benz,C-Class,66356,Automatic,2006,24.11.22,19.11.23,Base,255
Mercedes-Benz,GLC,190465,Automatic,2018,08.07.23,07.12.23,Base,362
Mercedes-Benz,S-Class,99236,Automatic,2007,12.05.23,16.11.23,Advanced,362
Toyota,Prius,132111,Automatic,2016,30.09.23,03.12.23,Base,121
Chevrolet,Silverado,13418,Automatic,2014,16.06.23,19.01.24,Base,355
BMW,X5,116576,Automatic,2002,22.08.23,01.12.23,Base,335
Chevrolet,Equinox,49641,Automatic,2018,14.08.23,02.02.24,Advanced,252
BMW,X5,42321,Automatic,2020,28.11.22,10.12.23,Luxe,335
Mercedes-Benz,E-Class,33406,Automatic,2002,27.02.23,25.11.23,Advanced,362
Chevrolet,Malibu,126004,Automatic,2018,15.07.23,22.12.23,Base,250
Mercedes-Benz,S-Class,119559,Automatic,2006,06.08.23,22.12.23,Advanced,463
Toyota,RAV4,104057,Automatic,2008,05.04.23,14.01.24,Luxe,219
Toyota,RAV4,140444,Automatic,2002,29.05.23,03.02.24,Advanced,219
