Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower,Color,Damage,Body_style,Fuel_type,Num_of_prev_owners,Estimated_price
Ford,Explorer,114812,Automatic,2005,20.08.23,29.01.24,Full,290,black,Low,SUV,Diesel,1,49338
Chevrolet,Impala,183145,Automatic,2010,21.12.22,20.01.24,Advanced,305,white,Low,Van,Plug-in Hybrid,4,113817
Chevrolet,Impala,53820,Manual,2007,18.03.23,19.01.24,Full,305,blue,Total,Convertible,Hybrid,3,66707
Mercedes-Benz,S-Class,87405,Automatic,2011,03.06.23,17.12.23,Luxe,463,red,Medium,Coupe,Electric,2,37473
Audi,Q7,162010,Automatic,2020,04.04.23,17.12.23,Base,335,white,Total,Coupe,Hybrid,5,50775
Chevrolet,Impala,169785,Automatic,2021,06.03.23,12.12.23,Luxe,305,black,None,Wagon,Hybrid,1,69039
Ford,Mustang,177721,Automatic,2023,20.12.22,30.01.24,Luxe,450,blue,Low,Wagon,Electric,3,65927
Audi,Q5,148356,Automatic,2003,15.12.22,27.11.23,Base,349,red,None,Coupe,Electric,1,73512
BMW,5 Series,52448,Manual,2005,02.04.23,31.01.24,Advanced,248,red,Low,Hatchback,Diesel,4,43105
Mercedes-Benz,S-Class,142185,Automatic,2004,23.06.23,04.12.23,Base,463,black,Medium,Coupe,Hybrid,2,16228
BMW,5 Series,127313,Automatic,2006,21.07.23,21.11.23,Luxe,335,blue,None,Sedan,Electric,2,12630
BMW,5 Series,26013,Automatic,2016,25.09.23,08.01.24,Base,248,white,Low,Hatchback,Plug-in Hybrid,3,61773
Mercedes-Benz,GLC,98189,Automatic,2006,02.12.22,07.12.23,Full,255,blue,Low,Coupe,Electric,2,39346
BMW,X5,127683,Automatic,2004,17.07.23,25.12.23,Full,456,blue,Total,Wagon,Plug-in Hybrid,3,34518
Audi,A6,37233,Automatic,2006,10.01.23,26.11.23,Advanced,248,white,Medium,SUV,Plug-in Hybrid,3,96846
Ford,Explorer,135091,Automatic,2001,10.04.23,10.01.24,Base,290,black,None,Sedan,Diesel,3,96617
Chevrolet,Equinox,78522,Automatic,2008,11.01.23,09.01.24,Advanced,252,blue,Low,Hatchback,Electric,3,44659
BMW,X3,122411,Automatic,2009,23.06.23,13.12.23,Luxe,248,white,Medium,Hatchback,Electric,1,90249
BMW,X5,114677,Automatic,2010,28.12.22,29.12.23,Base,335,beige,Low,Sedan,Gasoline,3,116735
Mercedes-Benz,S-Class,195071,Automatic,2020,25.01.23,19.01.24,Base,362,white,Total,Hatchback,Plug-in Hybrid,2,71193
Toyota,Camry,66093,Automatic,2000,28.03.23,20.12.23,Luxe,208,red,Total,Van,Plug-in Hybrid,5,30332
Audi,Q5,42314,Automatic,2019,08.12.22,09.01.24,Advanced,349,black,None,Convertible,Hybrid,5,90002
Toyota,RAV4,110704,Automatic,2020,26.04.23,27.01.24,Full,203,black,Total,Van,Hybrid,5,58252
Audi,Q7,136847,Automatic,2003,09.02.23,12.02.24,Full,335,beige,Low,SUV,Diesel,3,117390
Audi,A6,173883,Automatic,2005,13.09.23,01.12.23,Luxe,248,beige,Low,Van,Plug-in Hybrid,2,66942
Ford,F-150,23644,Automatic,2001,08.04.23,12.01.24,Full,400,beige,Medium,Coupe,Plug-in Hybrid,3,116861
Mercedes-Benz,E-Class,114242,Automatic,2020,07.08.23,29.12.23,Luxe,362,blue,Medium,Truck,Hybrid,2,103421
BMW,5 Series,82449,Automatic,2009,29.10.23,04.02.24,Base,335,red,Total,SUV,Electric,1,24481
Mercedes-Benz,S-Class,134643,Automatic,2017,25.11.22,04.01.24,Full,463,white,None,Truck,Electric,1,109108
BMW,X3,195384,Automatic,2018,16.09.23,16.01.24,Advanced,382,white,None,Convertible,Electric,4,78000
Ford,Mustang,106232,Automatic,2003,13.11.23,02.01.24,Base,450,beige,Low,Sedan,Plug-in Hybrid,4,95490
Toyota,Prius,195738,Automatic,2006,26.03.23,02.01.24,Advanced,121,red,None,Convertible,Gasoline,5,85086
Ford,Explorer,19115,Automatic,2019,08.12.22,01.01.24,Base,300,white,Medium,Hatchback,Hybrid,3,62019
BMW,3 Series,183133,Automatic,2019,21.11.22,06.02.24,Full,382,black,Low,Sedan,Gasoline,4,5121
Chevrolet,Impala,74432,Automatic,2017,02.08.23,17.11.23,Base,305,white,None,Convertible,Diesel,5,35833
Toyota,Prius,170963,Automatic,2019,24.02.23,08.12.23,Advanced,121,silver,Medium,SUV,Hybrid,2,119925
Audi,Q5,169681,Automatic,2003,12.10.23,13.01.24,Luxe,349,blue,Low,Convertible,Electric,1,92531
Mercedes-Benz,E-Class,123008,Automatic,2014,13.12.22,22.12.23,Full,362,silver,Low,Wagon,Hybrid,2,61745
Mercedes-Benz,GLC,117474,Automatic,2004,28.08.23,01.02.24,Luxe,362,blue,Total,Wagon,Gasoline,4,109748
Toyota,RAV4,156275,Automatic,2022,11.07.23,21.01.24,Advanced,203,silver,Total,Coupe,Diesel,5,70159
BMW,3 Series,45292,Automatic,2010,18.03.23,04.01.24,Luxe,255,silver,None,Van,Diesel,5,54464
BMW,3 Series,109679,Automatic,2010,11.04.23,08.02.24,Full,382,blue,Total,Hatchback,Electric,4,59331
Chevrolet,Silverado,110953,Automatic,2014,03.06.23,29.12.23,Luxe,355,silver,Total,SUV,Gasoline,1,9858
Toyota,Corolla,12693,Automatic,2012,07.04.23,28.11.23,Luxe,139,white,None,Convertible,Plug-in Hybrid,1,41651
Audi,A6,143624,Automatic,2023,18.02.23,11.02.24,Base,335,black,None,Coupe,Plug-in Hybrid,1,62795
Ford,Fusion,188566,Automatic,2023,20.02.23,25.11.23,Base,188,red,Total,SUV,Gasoline,5,113974
Toyota,Camry,70477,Automatic,2023,16.03.23,19.12.23,Full,301,black,Low,Sedan,Diesel,5,4616
Audi,A4,193460,Automatic,2002,30.03.23,21.11.23,Full,261,red,None,Coupe,Hybrid,4,34757
Ford,Explorer,175561,Automatic,2001,09.08.23,28.11.23,Luxe,300,blue,None,Van,Electric,5,12025
Ford,Explorer,83411,Manual,2000,15.01.23,11.02.24,Base,300,blue,Low,Sedan,Hybrid,4,50748
Chevrolet,Malibu,135836,Automatic,2007,03.10.23,03.02.24,Full,182,silver,Low,Wagon,Diesel,1,61854
Toyota,Corolla,172286,Automatic,2007,22.02.23,23.12.23,Full,139,blue,Total,Van,Hybrid,1,41851
Ford,Mustang,109566,Automatic,2009,10.05.23,16.12.23,Base,450,silver,None,Coupe,Hybrid,4,106598
Audi,A4,127211,Automatic,2001,28.06.23,03.01.24,Full,261,silver,None,SUV,Plug-in Hybrid,5,77491
Audi,Q7,60049,Automatic,2021,22.11.22,10.12.23,Base,335,red,None,Hatchback,Plug-in Hybrid,1,49408
Ford,Explorer,170292,Automatic,2019,10.11.23,12.01.24,Advanced,290,black,Medium,Truck,Electric,4,114517
Audi,Q5,148089,Automatic,2006,26.02.23,25.11.23,Full,261,white,Medium,Truck,Electric,4,38924
Toyota,Prius,127577,Automatic,2021,13.04.23,25.12.23,Full,121,silver,Medium,SUV,Electric,2,119580
Toyota,Camry,160244,Automatic,2000,05.12.22,31.12.23,Full,301,red,Medium,Van,Diesel,3,93421
Ford,F-150,120487,Automatic,2014,29.03.23,12.02.24,Advanced,400,red,Low,Coupe,Gasoline,4,73544
BMW,X5,91687,Automatic,2007,05.10.23,30.12.23,Full,456,beige,Total,SUV,Diesel,4,11867
Ford,Mustang,123448,Automatic,2005,07.08.23,14.12.23,Full,450,red,Total,SUV,Hybrid,5,37636
Chevrolet,Equinox,101661,Automatic,2007,18.11.22,15.12.23,Luxe,252,silver,None,Convertible,Diesel,5,58296
Mercedes-Benz,GLC,49039,Automatic,2021,16.03.23,24.12.23,Full,362,beige,None,SUV,Hybrid,2,12116
Mercedes-Benz,GLC,189784,Automatic,2017,11.10.23,16.01.24,Base,362,red,Total,Convertible,Plug-in Hybrid,3,45849
Mercedes-Benz,E-Class,55222,Manual,2016,15.12.22,27.11.23,Full,255,silver,Low,Coupe,Hybrid,2,94253
Ford,Fusion,158508,Automatic,2000,19.09.23,21.01.24,Luxe,188,beige,Medium,Convertible,Hybrid,3,92970
BMW,X5,29936,Automatic,2006,30.11.22,29.01.24,Luxe,335,black,Total,Coupe,Electric,4,36704
Ford,Fusion,183424,Automatic,2012,13.10.23,21.12.23,Luxe,325,beige,None,Hatchback,Hybrid,4,21427
BMW,3 Series,178665,Automatic,2016,29.08.23,05.12.23,Full,382,silver,Low,SUV,Hybrid,1,67752
Mercedes-Benz,E-Class,183363,Automatic,2010,08.01.23,11.01.24,Full,255,blue,Total,Hatchback,Plug-in Hybrid,3,46013
Chevrolet,Impala,174916,Automatic,2001,04.11.23,25.11.23,Luxe,305,blue,None,Truck,Diesel,5,10271
Mercedes-Benz,GLC,140182,Automatic,2012,03.05.23,20.01.24,Full,362,white,Low,SUV,Plug-in Hybrid,4,10684
Mercedes-Benz,GLC,94410,Automatic,2007,24.12.22,18.11.23,Base,362,black,Medium,Wagon,Plug-in Hybrid,2,60048
Chevrolet,Malibu,177612,Automatic,2015,22.02.23,20.11.23,Luxe,250,red,Total,Hatchback,Plug-in Hybrid,3,46187
Mercedes-Benz,C-Class,43263,Automatic,2023,07.04.23,15.01.24,Luxe,255,blue,None,Convertible,Hybrid,4,100399
Audi,A4,64155,Automatic,2019,28.05.23,27.12.23,Base,261,red,Total,Hatchback,Electric,3,40604
BMW,5 Series,52009,Automatic,2001,18.07.23,25.12.23,Advanced,248,white,Total,Truck,Hybrid,1,32708
Toyota,RAV4,194364,Automatic,2003,19.07.23,14.01.24,Advanced,203,beige,None,Hatchback,Gasoline,1,92205
Toyota,Corolla,181085,Automatic,2004,12.07.23,24.12.23,Base,169,beige,None,Van,Gasoline,2,96732
Mercedes-Benz,GLC,60854,Automatic,2021,01.04.23,31.12.23,Luxe,255,blue,Medium,Coupe,Electric,2,6947
Mercedes-Benz,S-Class,171576,Automatic,2012,30.12.22,19.11.23,Base,362,silver,Medium,Convertible,Gasoline,4,115928
Ford,Mustang,164400,Automatic,2023,06.12.22,06.12.23,Base,300,beige,None,Sedan,Electric,5,82370
BMW,X3,25066,Automatic,2002,04.07.23,14.01.24,Base,248,black,Low,Convertible,Diesel,4,16964
Toyota,Corolla,64956,Automatic,2006,05.03.23,12.12.23,Advanced,139,blue,None,Hatchback,Gasoline,2,88699
Mercedes-Benz,C-Class,56211,Automatic,2003,15.06.23,21.12.23,Base,385,black,Low,Truck,Hybrid,3,50169
BMW,3 Series,165981,Automatic,2005,18.04.23,30.11.23,Base,382,red,None,Truck,Plug-in Hybrid,2,74165
Audi,Q5,70446,Manual,2008,04.12.22,15.12.23,Full,349,blue,None,SUV,Electric,1,29829
Chevrolet,Impala,83264,Automatic,2011,11.03.23,22.12.23,Base,305,white,Medium,Hatchback,Electric,1,101885
BMW,X3,167888,Automatic,2006,25.08.23,07.01.24,Base,382,white,None,Coupe,Gasoline,1,69224
BMW,X3,60996,Automatic,2006,04.08.23,13.01.24,Luxe,248,white,Low,Coupe,Hybrid,2,13921
Chevrolet,Malibu,70368,Automatic,2010,07.02.23,08.01.24,Luxe,182,white,Total,Coupe,Electric,5,18627
Audi,Q7,133477,Automatic,2012,21.01.23,31.12.23,Advanced,335,beige,None,Hatchback,Diesel,4,46734
Mercedes-Benz,S-Class,150540,Automatic,2003,30.05.23,05.02.24,Full,463,silver,Low,Convertible,Hybrid,5,47645
Audi,A6,186254,Manual,2018,31.01.23,06.02.24,Luxe,335,beige,Total,Convertible,Plug-in Hybrid,5,21914
Toyota,Corolla,116573,Automatic,2001,13.06.23,28.01.24,Luxe,139,black,Low,Coupe,Plug-in Hybrid,5,104794
BMW,5 Series,26842,Automatic,2005,01.04.23,23.12.23,Luxe,248,beige,Total,Coupe,Diesel,2,77319
Toyota,Camry,130475,Automatic,2020,04.10.23,09.02.24,Full,208,blue,Medium,SUV,Gasoline,4,12072
Mercedes-Benz,S-Class,61493,Automatic,2021,10.07.23,12.01.24,Base,362,beige,Low,Coupe,Electric,3,89500
BMW,X3,53347,Automatic,2000,06.02.23,20.12.23,Full,248,blue,Low,Coupe,Hybrid,4,117956
Audi,Q5,115682,Automatic,2023,15.05.23,28.12.23,Base,349,beige,Total,SUV,Diesel,2,92352
Chevrolet,Silverado,105746,Automatic,2013,19.12.22,17.11.23,Base,285,blue,Low,Van,Electric,3,71150
Chevrolet,Silverado,23283,Automatic,2003,23.05.23,01.01.24,Luxe,355,black,Medium,SUV,Hybrid,5,74837
Ford,Mustang,131274,Automatic,2019,31.12.22,16.12.23,Base,300,beige,Medium,Sedan,Plug-in Hybrid,1,48355
Chevrolet,Equinox,45454,Automatic,2001,12.12.22,20.01.24,Full,170,blue,None,Van,Gasoline,2,22056
BMW,5 Series,110269,Automatic,2003,30.06.23,24.12.23,Advanced,248,silver,Total,Hatchback,Diesel,1,55513
Mercedes-Benz,C-Class,44371,Manual,2004,11.07.23,12.02.24,Base,255,red,Low,Sedan,Diesel,2,20377
BMW,X5,42668,Manual,2009,16.01.23,16.01.24,Base,456,red,Low,Coupe,Hybrid,1,93092
Toyota,Prius,63375,Manual,2013,07.10.23,09.12.23,Full,121,black,Total,Van,Gasoline,1,100416
Ford,Fusion,91228,Automatic,2015,12.07.23,28.01.24,Full,325,beige,Low,Hatchback,Plug-in Hybrid,2,41765
Audi,A4,75340,Automatic,2023,28.07.23,10.02.24,Advanced,261,white,Medium,Hatchback,Plug-in Hybrid,2,88700
Chevrolet,Impala,147467,Automatic,2015,06.06.23,14.01.24,Full,305,black,Total,SUV,Plug-in Hybrid,4,79502
Chevrolet,Silverado,27314,Automatic,2017,21.07.23,04.12.23,Luxe,355,silver,Low,Sedan,Electric,4,13064
Ford,Fusion,69702,Automatic,2003,20.01.23,30.12.23,Full,325,red,Total,Truck,Hybrid,1,34100
Audi,A4,27043,Automatic,2013,15.08.23,03.12.23,Advanced,261,red,Medium,Truck,Electric,5,41666
Audi,Q5,80934,Automatic,2003,20.09.23,24.12.23,Advanced,261,silver,Medium,Truck,Plug-in Hybrid,2,58043
Toyota,Camry,163134,Automatic,2003,15.05.23,02.01.24,Advanced,301,red,Low,Convertible,Gasoline,3,18940
BMW,5 Series,81077,Automatic,2000,03.09.23,07.01.24,Advanced,248,beige,Total,Van,Electric,1,105637
Chevrolet,Equinox,105052,Automatic,2021,16.03.23,22.11.23,Full,252,beige,Total,Convertible,Plug-in Hybrid,4,100770
Chevrolet,Equinox,184953,Automatic,2015,25.04.23,17.01.24,Full,170,blue,Low,Van,Gasoline,1,114381
Toyota,Prius,128745,Automatic,2015,09.11.23,17.11.23,Advanced,121,black,Low,Hatchback,Electric,2,76546
BMW,X3,74163,Automatic,2023,14.04.23,25.11.23,Full,382,beige,None,Hatchback,Diesel,1,33885
Chevrolet,Malibu,51829,Automatic,2001,28.10.23,20.12.23,Full,182,beige,None,Coupe,Diesel,2,47679
Ford,Explorer,30249,Automatic,2021,21.05.23,21.11.23,Base,300,red,Medium,SUV,Hybrid,5,59308
BMW,X3,111090,Automatic,2010,12.08.23,15.01.24,Base,248,beige,None,SUV,Diesel,3,43845
Audi,A6,151673,Automatic,2007,24.01.23,26.12.23,Base,248,beige,Low,Van,Gasoline,3,76240
Chevrolet,Impala,148615,Automatic,2008,28.06.23,10.12.23,Base,305,blue,Total,Hatchback,Electric,1,37400
Mercedes-Benz,C-Class,84443,Automatic,2016,31.12.22,20.01.24,Advanced,255,white,None,Sedan,Electric,4,52785
Toyota,RAV4,52040,Automatic,2013,06.01.23,10.12.23,Base,203,red,Low,Truck,Diesel,5,30822
Toyota,Prius,179403,Automatic,2023,25.11.22,17.12.23,Full,121,red,Medium,Truck,Electric,5,101214
Chevrolet,Silverado,167082,Automatic,2006,31.10.23,19.01.24,Advanced,285,silver,None,Van,Diesel,2,104309
Mercedes-Benz,GLC,58510,Automatic,2009,31.12.22,28.11.23,Base,255,red,Medium,Truck,Electric,1,50387
Audi,A4,42468,Automatic,2002,26.04.23,12.12.23,Advanced,261,silver,Total,Hatchback,Gasoline,4,119054
Chevrolet,Impala,196246,Automatic,2010,15.01.23,02.02.24,Full,305,beige,Low,SUV,Electric,4,65551
Audi,A6,19619,Automatic,2023,04.06.23,09.02.24,Luxe,248,red,Total,Wagon,Gasoline,3,42301
BMW,3 Series,69145,Automatic,2017,05.09.23,24.11.23,Luxe,382,black,Medium,Wagon,Hybrid,2,86375
Mercedes-Benz,S-Class,194069,Automatic,2008,03.09.23,26.01.24,Advanced,362,blue,None,Hatchback,Electric,5,79261
Mercedes-Benz,S-Class,150341,Automatic,2002,15.12.22,20.01.24,Luxe,362,red,Medium,Hatchback,Gasoline,4,67372
Mercedes-Benz,GLC,146308,Automatic,2013,05.09.23,01.12.23,Advanced,255,white,Total,Convertible,Gasoline,1,86079
Ford,Mustang,84606,Automatic,2006,02.10.23,22.12.23,Full,450,beige,Low,Van,Hybrid,1,65223
BMW,3 Series,129209,Automatic,2016,25.09.23,09.01.24,Full,255,silver,Low,Truck,Gasoline,4,96156
BMW,X3,97268,Automatic,2004,25.02.23,18.01.24,Luxe,382,black,Low,Van,Electric,3,68602
BMW,X3,137524,Automatic,2021,21.11.22,13.12.23,Advanced,248,silver,None,Truck,Gasoline,4,62198
Ford,Fusion,10500,Automatic,2018,20.08.23,19.11.23,Advanced,188,silver,None,Wagon,Gasoline,1,95695
Mercedes-Benz,E-Class,144679,Automatic,2004,18.12.22,20.01.24,Luxe,362,silver,None,Truck,Diesel,2,89140
Ford,Explorer,132138,Automatic,2014,10.03.23,10.12.23,Base,300,blue,Low,Truck,Plug-in Hybrid,3,99993
Audi,Q7,143244,Automatic,2000,26.12.22,16.11.23,Full,335,white,Low,SUV,Gasoline,4,6104
Audi,A6,86031,Automatic,2020,10.11.23,29.01.24,Luxe,248,beige,Low,Convertible,Gasoline,4,83059
Toyota,Prius,77639,Automatic,2004,16.08.23,13.02.24,Advanced,121,beige,Low,Van,Diesel,4,78840
Ford,F-150,161403,Automatic,2015,09.11.23,18.11.23,Base,400,beige,Total,SUV,Electric,1,72376
Mercedes-Benz,S-Class,52893,Automatic,2023,15.01.23,26.12.23,Full,463,white,Total,Convertible,Gasoline,4,19884
Mercedes-Benz,GLC,49710,Automatic,2009,21.01.23,18.12.23,Luxe,362,blue,Total,Wagon,Diesel,5,48742
BMW,X3,55077,Automatic,2019,02.01.23,11.12.23,Luxe,382,red,Medium,SUV,Gasoline,2,21526
BMW,X3,163043,Automatic,2018,20.11.22,02.02.24,Base,382,blue,Low,Wagon,Gasoline,4,25768
Chevrolet,Equinox,44714,Automatic,2022,22.05.23,31.12.23,Advanced,170,white,Total,Coupe,Gasoline,4,59968
Mercedes-Benz,C-Class,145652,Automatic,2012,30.09.23,22.01.24,Luxe,255,silver,None,Van,Electric,1,65167
Mercedes-Benz,S-Class,180300,Automatic,2002,22.10.23,08.01.24,Full,362,blue,Medium,Coupe,Gasoline,4,39365
BMW,X3,53651,Automatic,2011,03.01.23,22.12.23,Luxe,248,white,None,Hatchback,Electric,2,4932
Toyota,Prius,77141,Automatic,2001,13.01.23,16.12.23,Advanced,121,beige,Medium,Sedan,Plug-in Hybrid,5,25279
BMW,5 Series,78331,Automatic,2017,09.11.23,13.12.23,Advanced,335,white,Medium,Wagon,Plug-in Hybrid,2,70310
Mercedes-Benz,E-Class,109027,Automatic,2015,04.09.23,12.12.23,Base,362,red,Low,Wagon,Electric,3,113678
Ford,F-150,18765,Automatic,2017,09.01.23,11.01.24,Full,400,silver,Low,SUV,Gasoline,2,73179
Ford,Mustang,160873,Automatic,2004,15.07.23,12.12.23,Luxe,450,beige,Total,Convertible,Gasoline,3,82122
Toyota,RAV4,126163,Automatic,2019,16.08.23,19.11.23,Base,219,blue,Medium,Sedan,Plug-in Hybrid,3,20678
Audi,Q7,14037,Automatic,2015,15.02.23,05.12.23,Base,335,beige,None,Convertible,Plug-in Hybrid,2,119029
BMW,5 Series,64187,Automatic,2009,03.12.22,02.02.24,Full,248,red,Total,SUV,Hybrid,2,105267
Chevrolet,Malibu,161512,Automatic,2006,01.12.22,21.11.23,Full,182,beige,Medium,Wagon,Gasoline,3,102001
Toyota,Prius,174466,Automatic,2021,01.08.23,02.12.23,Full,121,silver,Low,Van,Hybrid,2,72271
BMW,X5,123073,Automatic,2015,23.03.23,14.01.24,Luxe,335,silver,Total,Convertible,Plug-in Hybrid,4,105794
Chevrolet,Malibu,148301,Automatic,2015,10.05.23,19.11.23,Advanced,182,red,Medium,Van,Gasoline,5,47800
Mercedes-Benz,C-Class,163955,Automatic,2013,27.09.23,01.02.24,Base,385,blue,Total,Hatchback,Electric,5,58569
Toyota,Corolla,26033,Automatic,2012,07.12.22,03.01.24,Base,139,black,None,Wagon,Plug-in Hybrid,4,10418
Chevrolet,Impala,86115,Automatic,2006,12.07.23,19.12.23,Luxe,305,beige,Medium,Convertible,Gasoline,1,38568
Mercedes-Benz,E-Class,124441,Automatic,2020,01.04.23,,Luxe,255,blue,Medium,SUV,Hybrid,5,105263
Audi,A6,134944,Automatic,2022,04.08.23,,Base,248,blue,Medium,Sedan,Hybrid,1,90238
Ford,Explorer,172933,Automatic,2015,06.01.23,,Advanced,290,blue,None,SUV,Hybrid,4,76613
Chevrolet,Malibu,48983,Automatic,2014,23.01.23,,Base,182,blue,Low,Coupe,Electric,5,58640
Chevrolet,Impala,81256,Automatic,2022,31.07.23,,Full,305,beige,Low,Sedan,Electric,5,90635
Toyota,Corolla,129117,Automatic,2002,21.01.23,,Luxe,139,silver,Medium,Hatchback,Hybrid,4,10270
Mercedes-Benz,C-Class,197422,Automatic,2007,26.02.23,,Luxe,255,silver,Medium,Van,Plug-in Hybrid,1,35850
Toyota,Prius,77875,Automatic,2016,28.02.23,,Base,121,white,Total,Sedan,Diesel,3,73239
Audi,A4,137063,Automatic,2004,12.04.23,,Advanced,261,white,Low,SUV,Plug-in Hybrid,1,92707
BMW,5 Series,22291,Automatic,2002,14.02.23,,Full,335,white,Total,Hatchback,Hybrid,4,74071
Audi,A6,13068,Automatic,2019,30.05.23,,Luxe,335,red,Low,Coupe,Plug-in Hybrid,5,44166
Audi,A4,60286,Automatic,2020,29.03.23,,Luxe,261,white,Medium,Convertible,Gasoline,1,30570
Audi,A4,47541,Automatic,2023,28.05.23,,Full,261,blue,None,Convertible,Plug-in Hybrid,1,29884
Mercedes-Benz,E-Class,99206,Automatic,2020,08.12.22,,Full,255,blue,None,Hatchback,Hybrid,4,14461
Ford,Explorer,131892,Manual,2013,17.04.23,,Luxe,300,white,Low,Hatchback,Gasoline,1,82481
Chevrolet,Silverado,121382,Automatic,2020,18.03.23,,Luxe,285,beige,None,Wagon,Plug-in Hybrid,3,95613
Ford,F-150,97906,Automatic,2019,04.09.23,,Advanced,400,white,None,Hatchback,Gasoline,3,59188
Mercedes-Benz,S-Class,25942,Automatic,2002,21.09.23,,Advanced,362,beige,Total,Convertible,Plug-in Hybrid,3,7477
Audi,A4,131132,Automatic,2013,23.06.23,,Base,261,red,Total,Hatchback,Electric,3,43926
Toyota,RAV4,143538,Automatic,2015,22.10.23,,Advanced,219,black,None,Sedan,Plug-in Hybrid,2,44436
Audi,A6,93429,Automatic,2016,21.09.23,,Base,335,beige,None,Van,Hybrid,3,51067
Chevrolet,Malibu,132815,Automatic,2012,10.09.23,,Advanced,182,silver,Total,Truck,Diesel,3,69257
Ford,Fusion,107165,Automatic,2020,07.09.23,,Full,325,white,Total,Coupe,Diesel,2,29866
Ford,Fusion,76306,Automatic,2011,06.02.23,,Luxe,188,beige,None,Hatchback,Hybrid,5,49970
Ford,F-150,33420,Automatic,2003,18.09.23,,Base,400,black,Total,Hatchback,Diesel,4,112949
BMW,X5,138799,Automatic,2013,25.11.22,,Base,456,black,Medium,Convertible,Hybrid,2,8607
Mercedes-Benz,E-Class,16878,Automatic,2006,17.02.23,,Luxe,362,beige,Medium,Sedan,Gasoline,2,58990
Mercedes-Benz,E-Class,174899,Automatic,2010,02.10.23,,Base,255,white,Medium,Convertible,Plug-in Hybrid,1,59313
Chevrolet,Impala,82876,Automatic,2019,14.07.23,,Full,305,silver,Total,Sedan,Diesel,3,102647
BMW,3 Series,30936,Automatic,2001,03.02.23,,Luxe,382,black,Total,Wagon,Diesel,4,113313
Chevrolet,Impala,157333,Automatic,2008,03.11.23,,Advanced,305,white,Medium,Hatchback,Hybrid,5,26111
Ford,Explorer,174205,Automatic,2017,28.08.23,,Base,300,beige,None,Van,Diesel,5,93488
Mercedes-Benz,E-Class,46230,Automatic,2004,22.12.22,,Advanced,255,white,None,Hatchback,Hybrid,3,68987
Chevrolet,Equinox,68800,Automatic,2011,09.10.23,,Advanced,170,silver,Low,Hatchback,Gasoline,5,102467
Toyota,Corolla,136385,Automatic,2022,31.01.23,,Advanced,169,white,Total,Coupe,Electric,5,53593
Toyota,Camry,159452,Automatic,2011,04.08.23,,Base,208,white,None,Hatchback,Plug-in Hybrid,2,44735
Mercedes-Benz,S-Class,165228,Automatic,2007,15.03.23,,Full,362,blue,Low,Coupe,Electric,4,89958
Ford,F-150,152793,Automatic,2015,19.06.23,,Full,400,red,None,Convertible,Gasoline,2,111713
Audi,A4,138596,Automatic,2007,07.05.23,,Full,261,black,Medium,Sedan,Electric,1,64185
Mercedes-Benz,E-Class,125256,Automatic,2004,24.10.23,,Advanced,362,silver,Total,Van,Gasoline,4,39966
Toyota,Corolla,168448,Automatic,2001,03.09.23,,Advanced,169,black,Total,Coupe,Electric,1,45126
Toyota,Camry,26484,Automatic,2012,02.05.23,,Full,203,silver,Low,Hatchback,Plug-in Hybrid,5,8370
BMW,X5,152699,Automatic,2012,01.12.22,,Base,456,silver,Total,Hatchback,Diesel,5,101622
Mercedes-Benz,C-Class,131922,Automatic,2008,04.09.23,,Advanced,385,blue,Total,Van,Plug-in Hybrid,4,68105
BMW,5 Series,185144,Automatic,2022,28.05.23,,Base,248,black,None,Hatchback,Plug-in Hybrid,1,46532
Toyota,Camry,26482,Automatic,2018,13.08.23,,Luxe,208,black,Medium,SUV,Diesel,5,75218
Mercedes-Benz,S-Class,27706,Automatic,2018,28.09.23,,Base,463,white,Low,Coupe,Hybrid,1,64101
Chevrolet,Malibu,67396,Automatic,2016,16.07.23,,Base,182,red,Low,Convertible,Hybrid,3,34272
Toyota,Prius,104815,Automatic,2001,20.09.23,,Luxe,121,black,Medium,Van,Plug-in Hybrid,1,79440
Mercedes-Benz,GLC,101278,Automatic,2002,14.09.23,,Full,362,beige,Total,Hatchback,Diesel,5,94352
Toyota,Prius,46342,Automatic,2008,19.06.23,,Base,121,red,None,SUV,Electric,5,27038
Audi,Q7,122699,Automatic,2000,30.01.23,,Advanced,335,white,Medium,Van,Hybrid,3,33792
Audi,Q5,74932,Automatic,2012,26.03.23,,Full,261,black,Total,Truck,Electric,5,19555
Ford,Mustang,78797,Automatic,2015,30.09.23,,Luxe,300,silver,Total,SUV,Electric,5,7158
BMW,X5,66871,Automatic,2002,07.03.23,,Full,456,silver,None,Wagon,Diesel,1,56102
Audi,A6,56625,Automatic,2019,12.04.23,,Full,248,black,Low,Sedan,Diesel,2,50021
Chevrolet,Malibu,26045,Automatic,2017,22.09.23,,Advanced,250,red,None,Van,Gasoline,5,104388
BMW,X3,164933,Automatic,2014,22.04.23,,Base,248,silver,Medium,Coupe,Plug-in Hybrid,4,10070
Ford,Explorer,92813,Automatic,2005,17.11.22,,Full,290,blue,None,Hatchback,Gasoline,1,21269
BMW,X3,142099,Automatic,2014,04.04.23,,Base,248,white,None,Truck,Plug-in Hybrid,2,22485
Chevrolet,Silverado,38051,Automatic,2000,15.02.23,,Full,285,black,Medium,Sedan,Gasoline,2,71077
