Car_make,Model,Mileage,Transmission,Year,Website_post_date,Sell_date,Options,Horsepower,Color,Damage,Body_style,Fuel_type,Num_of_prev_owners,Estimated_price
Chevrolet,Equinox,101661,Automatic,2007,18.11.22,15.12.23,Luxe,252,red,Medium,Van,Hybrid,5,22031
Mercedes-Benz,GLC,49039,Automatic,2021,16.03.23,24.12.23,Full,362,blue,None,Convertible,Plug-in Hybrid,1,33256
Mercedes-Benz,GLC,189784,Automatic,2017,11.10.23,16.01.24,Base,362,white,Low,Wagon,Gasoline,2,25255
Mercedes-Benz,E-Class,55222,Manual,2016,15.12.22,27.11.23,Full,255,silver,Medium,Truck,Hybrid,1,5329
Ford,Fusion,158508,Automatic,2000,19.09.23,21.01.24,Luxe,188,white,None,Van,Electric,4,46136
BMW,X5,29936,Automatic,2006,30.11.22,29.01.24,Luxe,335,red,Low,SUV,Electric,5,45530
Ford,Fusion,183424,Automatic,2012,13.10.23,21.12.23,Luxe,325,black,Total,Hatchback,Diesel,5,94276
BMW,3 Series,178665,Automatic,2016,29.08.23,05.12.23,Full,382,white,None,Coupe,Hybrid,2,115869
Mercedes-Benz,E-Class,183363,Automatic,2010,08.01.23,11.01.24,Full,255,red,Total,Coupe,Electric,1,34998
Chevrolet,Impala,174916,Automatic,2001,04.11.23,25.11.23,Luxe,305,blue,Medium,Sedan,Gasoline,1,96825
Mercedes-Benz,GLC,140182,Automatic,2012,03.05.23,20.01.24,Full,362,beige,Total,Hatchback,Plug-in Hybrid,1,60735
Mercedes-Benz,GLC,94410,Automatic,2007,24.12.22,18.11.23,Base,362,blue,Low,Hatchback,Diesel,2,37992
Chevrolet,Malibu,177612,Automatic,2015,22.02.23,20.11.23,Luxe,250,silver,Total,Sedan,Diesel,4,72543
Mercedes-Benz,C-Class,43263,Automatic,2023,07.04.23,15.01.24,Luxe,255,silver,Low,Wagon,Electric,4,71422
Audi,A4,64155,Automatic,2019,28.05.23,27.12.23,Base,261,black,Medium,Truck,Electric,1,64660
BMW,5 Series,52009,Automatic,2001,18.07.23,25.12.23,Advanced,248,blue,Medium,Van,Electric,4,4071
Toyota,RAV4,194364,Automatic,2003,19.07.23,14.01.24,Advanced,203,red,Medium,Convertible,Electric,3,47054
Toyota,Corolla,181085,Automatic,2004,12.07.23,24.12.23,Base,169,beige,Medium,Coupe,Diesel,1,94713
Mercedes-Benz,GLC,60854,Automatic,2021,01.04.23,31.12.23,Luxe,255,beige,None,Hatchback,Electric,5,43959
Mercedes-Benz,S-Class,171576,Automatic,2012,30.12.22,19.11.23,Base,362,black,Medium,Convertible,Hybrid,3,69585
Ford,Mustang,164400,Automatic,2023,06.12.22,06.12.23,Base,300,blue,Low,Truck,Plug-in Hybrid,5,108755
BMW,X3,25066,Automatic,2002,04.07.23,14.01.24,Base,248,black,Total,Coupe,Diesel,4,45677
Toyota,Corolla,64956,Automatic,2006,05.03.23,12.12.23,Advanced,139,red,Medium,Van,Electric,1,7005
Mercedes-Benz,C-Class,56211,Automatic,2003,15.06.23,21.12.23,Base,385,beige,Medium,Sedan,Gasoline,3,98963
BMW,3 Series,165981,Automatic,2005,18.04.23,30.11.23,Base,382,blue,Medium,Hatchback,Hybrid,5,16638
Audi,Q5,70446,Manual,2008,04.12.22,15.12.23,Full,349,beige,None,Sedan,Gasoline,5,10475
Chevrolet,Impala,83264,Automatic,2011,11.03.23,22.12.23,Base,305,blue,Medium,Coupe,Hybrid,2,34394
BMW,X3,167888,Automatic,2006,25.08.23,07.01.24,Base,382,red,Medium,Truck,Hybrid,3,70793
BMW,X3,60996,Automatic,2006,04.08.23,13.01.24,Luxe,248,blue,Total,Van,Diesel,4,79895
Chevrolet,Malibu,70368,Automatic,2010,07.02.23,08.01.24,Luxe,182,beige,Low,SUV,Electric,4,100762
Audi,Q7,133477,Automatic,2012,21.01.23,31.12.23,Advanced,335,blue,None,Coupe,Gasoline,4,78642
Mercedes-Benz,S-Class,150540,Automatic,2003,30.05.23,05.02.24,Full,463,red,None,Coupe,Plug-in Hybrid,4,89952
Audi,A6,186254,Manual,2018,31.01.23,06.02.24,Luxe,335,beige,Low,Convertible,Plug-in Hybrid,4,18192
Toyota,Corolla,116573,Automatic,2001,13.06.23,28.01.24,Luxe,139,beige,Medium,Sedan,Electric,1,98209
BMW,5 Series,26842,Automatic,2005,01.04.23,23.12.23,Luxe,248,black,Low,Wagon,Gasoline,3,73100
Toyota,Camry,130475,Automatic,2020,04.10.23,09.02.24,Full,208,beige,Low,Van,Electric,4,77528
Mercedes-Benz,S-Class,61493,Automatic,2021,10.07.23,12.01.24,Base,362,silver,Low,Sedan,Plug-in Hybrid,4,16738
BMW,X3,53347,Automatic,2000,06.02.23,20.12.23,Full,248,beige,Medium,SUV,Plug-in Hybrid,3,74011
Audi,Q5,115682,Automatic,2023,15.05.23,28.12.23,Base,349,blue,Low,Sedan,Electric,4,7883
Chevrolet,Silverado,105746,Automatic,2013,19.12.22,17.11.23,Base,285,red,Total,Van,Hybrid,2,82106
Chevrolet,Silverado,23283,Automatic,2003,23.05.23,01.01.24,Luxe,355,red,Low,Van,Plug-in Hybrid,1,22237
Ford,Mustang,131274,Automatic,2019,31.12.22,16.12.23,Base,300,blue,None,Sedan,Plug-in Hybrid,3,119463
Chevrolet,Equinox,45454,Automatic,2001,12.12.22,20.01.24,Full,170,silver,Medium,SUV,Electric,3,15255
BMW,5 Series,110269,Automatic,2003,30.06.23,24.12.23,Advanced,248,beige,Medium,Van,Diesel,5,78441
Mercedes-Benz,C-Class,44371,Manual,2004,11.07.23,12.02.24,Base,255,blue,None,Coupe,Diesel,2,86774
BMW,X5,42668,Manual,2009,16.01.23,16.01.24,Base,456,black,Medium,Truck,Plug-in Hybrid,3,14298
Toyota,Prius,63375,Manual,2013,07.10.23,09.12.23,Full,121,blue,None,Wagon,Diesel,5,76798
Ford,Fusion,91228,Automatic,2015,12.07.23,28.01.24,Full,325,black,Low,Truck,Electric,3,98996
Audi,A4,75340,Automatic,2023,28.07.23,10.02.24,Advanced,261,red,Medium,Hatchback,Plug-in Hybrid,2,65995
Chevrolet,Impala,147467,Automatic,2015,06.06.23,14.01.24,Full,305,blue,None,Wagon,Electric,5,61260
Chevrolet,Silverado,27314,Automatic,2017,21.07.23,04.12.23,Luxe,355,beige,None,Van,Electric,3,115961
Ford,Fusion,69702,Automatic,2003,20.01.23,30.12.23,Full,325,red,None,Hatchback,Plug-in Hybrid,5,24363
Audi,A4,27043,Automatic,2013,15.08.23,03.12.23,Advanced,261,beige,Total,Van,Diesel,5,60831
Audi,Q5,80934,Automatic,2003,20.09.23,24.12.23,Advanced,261,white,Low,Wagon,Electric,1,74657
Toyota,Camry,163134,Automatic,2003,15.05.23,02.01.24,Advanced,301,white,Total,Van,Plug-in Hybrid,3,68399
BMW,5 Series,81077,Automatic,2000,03.09.23,07.01.24,Advanced,248,black,None,Convertible,Electric,3,19438
Chevrolet,Equinox,105052,Automatic,2021,16.03.23,22.11.23,Full,252,white,Low,Convertible,Electric,3,87390
Chevrolet,Equinox,184953,Automatic,2015,25.04.23,17.01.24,Full,170,white,None,Hatchback,Plug-in Hybrid,4,64042
Toyota,Prius,128745,Automatic,2015,09.11.23,17.11.23,Advanced,121,white,None,Hatchback,Electric,1,111930
BMW,X3,74163,Automatic,2023,14.04.23,25.11.23,Full,382,white,Total,Convertible,Hybrid,2,105632
Chevrolet,Malibu,51829,Automatic,2001,28.10.23,20.12.23,Full,182,white,None,Sedan,Gasoline,2,49207
Ford,Explorer,30249,Automatic,2021,21.05.23,21.11.23,Base,300,silver,Low,Van,Diesel,2,30305
BMW,X3,111090,Automatic,2010,12.08.23,15.01.24,Base,248,beige,Medium,Coupe,Diesel,5,74920
Audi,A6,151673,Automatic,2007,24.01.23,26.12.23,Base,248,white,Low,Convertible,Electric,1,33393
Chevrolet,Impala,148615,Automatic,2008,28.06.23,10.12.23,Base,305,blue,Low,Sedan,Diesel,5,58142
Mercedes-Benz,C-Class,84443,Automatic,2016,31.12.22,20.01.24,Advanced,255,red,Medium,Coupe,Diesel,2,119290
Toyota,RAV4,52040,Automatic,2013,06.01.23,10.12.23,Base,203,white,None,Convertible,Plug-in Hybrid,1,94808
Toyota,Prius,179403,Automatic,2023,25.11.22,17.12.23,Full,121,beige,Low,SUV,Diesel,1,35618
Chevrolet,Silverado,167082,Automatic,2006,31.10.23,19.01.24,Advanced,285,black,Total,Wagon,Hybrid,3,40859
Mercedes-Benz,GLC,58510,Automatic,2009,31.12.22,28.11.23,Base,255,red,Total,SUV,Gasoline,4,70238
Audi,A4,42468,Automatic,2002,26.04.23,12.12.23,Advanced,261,black,Low,Wagon,Diesel,3,89289
Chevrolet,Impala,196246,Automatic,2010,15.01.23,02.02.24,Full,305,black,Low,Sedan,Hybrid,4,80038
Audi,A6,19619,Automatic,2023,04.06.23,09.02.24,Luxe,248,beige,Low,Sedan,Gasoline,5,77631
BMW,3 Series,69145,Automatic,2017,05.09.23,24.11.23,Luxe,382,blue,None,Truck,Diesel,3,110297
Mercedes-Benz,S-Class,194069,Automatic,2008,03.09.23,26.01.24,Advanced,362,blue,None,Coupe,Gasoline,4,92065
Mercedes-Benz,S-Class,150341,Automatic,2002,15.12.22,20.01.24,Luxe,362,white,Medium,Convertible,Electric,2,35265
Mercedes-Benz,GLC,146308,Automatic,2013,05.09.23,01.12.23,Advanced,255,black,Medium,Convertible,Electric,4,39468
Ford,Mustang,84606,Automatic,2006,02.10.23,22.12.23,Full,450,black,Medium,Sedan,Diesel,5,85281
BMW,3 Series,129209,Automatic,2016,25.09.23,09.01.24,Full,255,beige,Total,Hatchback,Diesel,3,108023
BMW,X3,97268,Automatic,2004,25.02.23,18.01.24,Luxe,382,beige,Medium,Coupe,Gasoline,1,97406
BMW,X3,137524,Automatic,2021,21.11.22,13.12.23,Advanced,248,silver,Total,Convertible,Electric,2,76408
Ford,Fusion,10500,Automatic,2018,20.08.23,19.11.23,Advanced,188,silver,None,Coupe,Electric,2,7400
Mercedes-Benz,E-Class,144679,Automatic,2004,18.12.22,20.01.24,Luxe,362,silver,None,Hatchback,Plug-in Hybrid,4,99236
Ford,Explorer,132138,Automatic,2014,10.03.23,10.12.23,Base,300,red,Low,Sedan,Plug-in Hybrid,4,77544
Audi,Q7,143244,Automatic,2000,26.12.22,16.11.23,Full,335,silver,None,Truck,Plug-in Hybrid,1,21524
Audi,A6,86031,Automatic,2020,10.11.23,29.01.24,Luxe,248,white,Total,Wagon,Electric,5,39469
Toyota,Prius,77639,Automatic,2004,16.08.23,13.02.24,Advanced,121,red,Medium,Sedan,Gasoline,3,5139
Ford,F-150,161403,Automatic,2015,09.11.23,18.11.23,Base,400,red,Medium,Sedan,Hybrid,4,6999
Mercedes-Benz,S-Class,52893,Automatic,2023,15.01.23,26.12.23,Full,463,beige,Total,Sedan,Hybrid,4,83097
Mercedes-Benz,GLC,49710,Automatic,2009,21.01.23,18.12.23,Luxe,362,red,None,Coupe,Hybrid,2,28733
BMW,X3,55077,Automatic,2019,02.01.23,11.12.23,Luxe,382,blue,None,Coupe,Plug-in Hybrid,4,105560
BMW,X3,163043,Automatic,2018,20.11.22,02.02.24,Base,382,blue,Medium,Wagon,Electric,1,9037
Chevrolet,Equinox,44714,Automatic,2022,22.05.23,31.12.23,Advanced,170,black,Medium,Truck,Hybrid,4,87774
Mercedes-Benz,C-Class,145652,Automatic,2012,30.09.23,22.01.24,Luxe,255,silver,Total,Van,Hybrid,2,7005
Mercedes-Benz,S-Class,180300,Automatic,2002,22.10.23,08.01.24,Full,362,black,None,Hatchback,Hybrid,1,5390
BMW,X3,53651,Automatic,2011,03.01.23,22.12.23,Luxe,248,red,Low,Wagon,Gasoline,2,84207
Toyota,Prius,77141,Automatic,2001,13.01.23,16.12.23,Advanced,121,black,Medium,Wagon,Gasoline,5,4252
BMW,5 Series,78331,Automatic,2017,09.11.23,13.12.23,Advanced,335,beige,None,Sedan,Diesel,4,110245
Mercedes-Benz,E-Class,109027,Automatic,2015,04.09.23,12.12.23,Base,362,red,Total,SUV,Diesel,4,104391
Ford,F-150,18765,Automatic,2017,09.01.23,11.01.24,Full,400,white,None,SUV,Hybrid,1,60635
Ford,Mustang,160873,Automatic,2004,15.07.23,12.12.23,Luxe,450,white,None,Van,Electric,2,10925
Toyota,RAV4,126163,Automatic,2019,16.08.23,19.11.23,Base,219,beige,Total,Hatchback,Plug-in Hybrid,3,56769
Audi,Q7,14037,Automatic,2015,15.02.23,05.12.23,Base,335,beige,None,Hatchback,Diesel,1,78843
BMW,5 Series,64187,Automatic,2009,03.12.22,02.02.24,Full,248,black,Low,Sedan,Electric,4,31902
Chevrolet,Malibu,161512,Automatic,2006,01.12.22,21.11.23,Full,182,black,Low,Wagon,Hybrid,5,52956
Toyota,Prius,174466,Automatic,2021,01.08.23,02.12.23,Full,121,blue,Low,Wagon,Plug-in Hybrid,4,35300
BMW,X5,123073,Automatic,2015,23.03.23,14.01.24,Luxe,335,black,Total,Convertible,Hybrid,1,42218
Chevrolet,Malibu,148301,Automatic,2015,10.05.23,19.11.23,Advanced,182,blue,Total,Convertible,Gasoline,3,89563
Mercedes-Benz,C-Class,163955,Automatic,2013,27.09.23,01.02.24,Base,385,red,None,Convertible,Plug-in Hybrid,2,113884
Toyota,Corolla,26033,Automatic,2012,07.12.22,03.01.24,Base,139,blue,Medium,Hatchback,Gasoline,3,48397
Chevrolet,Impala,86115,Automatic,2006,12.07.23,19.12.23,Luxe,305,red,Total,Sedan,Hybrid,2,34210
Mercedes-Benz,E-Class,124441,Automatic,2020,01.04.23,,Luxe,255,black,Low,Hatchback,Plug-in Hybrid,1,37205
Audi,A6,134944,Automatic,2022,04.08.23,,Base,248,white,None,Wagon,Electric,2,110444
Ford,Explorer,172933,Automatic,2015,06.01.23,,Advanced,290,white,Low,Van,Electric,4,63669
Chevrolet,Malibu,48983,Automatic,2014,23.01.23,,Base,182,black,Total,Van,Plug-in Hybrid,4,74491
Chevrolet,Impala,81256,Automatic,2022,31.07.23,,Full,305,blue,Low,Convertible,Electric,1,15359
Toyota,Corolla,129117,Automatic,2002,21.01.23,,Luxe,139,black,Low,Truck,Hybrid,4,116515
Mercedes-Benz,C-Class,197422,Automatic,2007,26.02.23,,Luxe,255,beige,Total,Truck,Plug-in Hybrid,2,26314
Toyota,Prius,77875,Automatic,2016,28.02.23,,Base,121,beige,Total,Truck,Hybrid,1,87236
Audi,A4,137063,Automatic,2004,12.04.23,,Advanced,261,silver,Low,SUV,Diesel,1,111117
BMW,5 Series,22291,Automatic,2002,14.02.23,,Full,335,blue,Total,Convertible,Plug-in Hybrid,5,47840
Audi,A6,13068,Automatic,2019,30.05.23,,Luxe,335,red,Low,Hatchback,Plug-in Hybrid,2,72388
Audi,A4,60286,Automatic,2020,29.03.23,,Luxe,261,red,Medium,Wagon,Diesel,3,48818
Audi,A4,47541,Automatic,2023,28.05.23,,Full,261,blue,Low,Coupe,Hybrid,5,42425
Mercedes-Benz,E-Class,99206,Automatic,2020,08.12.22,,Full,255,blue,Low,Van,Gasoline,3,67438
Ford,Explorer,131892,Manual,2013,17.04.23,,Luxe,300,red,Low,Coupe,Plug-in Hybrid,5,60341
Chevrolet,Silverado,121382,Automatic,2020,18.03.23,,Luxe,285,blue,None,Convertible,Gasoline,5,109500
Ford,F-150,97906,Automatic,2019,04.09.23,,Advanced,400,black,Total,Hatchback,Electric,5,22990
Mercedes-Benz,S-Class,25942,Automatic,2002,21.09.23,,Advanced,362,blue,Medium,Coupe,Diesel,5,99883
Audi,A4,131132,Automatic,2013,23.06.23,,Base,261,white,None,Sedan,Gasoline,4,116486
Toyota,RAV4,143538,Automatic,2015,22.10.23,,Advanced,219,white,Low,Truck,Plug-in Hybrid,1,63846
Audi,A6,93429,Automatic,2016,21.09.23,,Base,335,silver,None,Sedan,Electric,5,32077
Chevrolet,Malibu,132815,Automatic,2012,10.09.23,,Advanced,182,silver,Total,Wagon,Gasoline,5,43986
Ford,Fusion,107165,Automatic,2020,07.09.23,,Full,325,silver,None,Convertible,Hybrid,3,83158
Ford,Fusion,76306,Automatic,2011,06.02.23,,Luxe,188,silver,Medium,Convertible,Gasoline,4,26335
Ford,F-150,33420,Automatic,2003,18.09.23,,Base,400,red,Total,Convertible,Diesel,3,68880
BMW,X5,138799,Automatic,2013,25.11.22,,Base,456,black,Medium,Wagon,Gasoline,5,103721
Mercedes-Benz,E-Class,16878,Automatic,2006,17.02.23,,Luxe,362,blue,None,Convertible,Gasoline,1,31145
Mercedes-Benz,E-Class,174899,Automatic,2010,02.10.23,,Base,255,black,Low,Convertible,Plug-in Hybrid,2,19587
Chevrolet,Impala,82876,Automatic,2019,14.07.23,,Full,305,red,Low,Convertible,Electric,3,33328
BMW,3 Series,30936,Automatic,2001,03.02.23,,Luxe,382,beige,Low,Hatchback,Diesel,3,12338
Chevrolet,Impala,157333,Automatic,2008,03.11.23,,Advanced,305,red,Total,Wagon,Diesel,5,80821
Ford,Explorer,174205,Automatic,2017,28.08.23,,Base,300,red,Medium,Convertible,Diesel,1,81338
Mercedes-Benz,E-Class,46230,Automatic,2004,22.12.22,,Advanced,255,black,Medium,Sedan,Electric,5,62265
Chevrolet,Equinox,68800,Automatic,2011,09.10.23,,Advanced,170,white,Low,Coupe,Hybrid,4,42867
Toyota,Corolla,136385,Automatic,2022,31.01.23,,Advanced,169,black,Medium,Wagon,Electric,4,30629
Toyota,Camry,159452,Automatic,2011,04.08.23,,Base,208,black,Low,Coupe,Diesel,4,115645
Mercedes-Benz,S-Class,165228,Automatic,2007,15.03.23,,Full,362,white,Medium,Sedan,Electric,4,72003
Ford,F-150,152793,Automatic,2015,19.06.23,,Full,400,silver,Low,SUV,Diesel,5,54473
Audi,A4,138596,Automatic,2007,07.05.23,,Full,261,silver,Medium,Sedan,Diesel,1,87815
Mercedes-Benz,E-Class,125256,Automatic,2004,24.10.23,,Advanced,362,blue,None,Hatchback,Gasoline,2,105936
Toyota,Corolla,168448,Automatic,2001,03.09.23,,Advanced,169,black,None,Convertible,Plug-in Hybrid,3,28658
Toyota,Camry,26484,Automatic,2012,02.05.23,,Full,203,beige,Medium,Sedan,Gasoline,1,109552
BMW,X5,152699,Automatic,2012,01.12.22,,Base,456,red,Total,Sedan,Electric,3,110927
Mercedes-Benz,C-Class,131922,Automatic,2008,04.09.23,,Advanced,385,black,None,Convertible,Gasoline,3,39948
BMW,5 Series,185144,Automatic,2022,28.05.23,,Base,248,red,Low,Sedan,Electric,1,115517
Toyota,Camry,26482,Automatic,2018,13.08.23,,Luxe,208,beige,Low,Van,Plug-in Hybrid,1,106990
Mercedes-Benz,S-Class,27706,Automatic,2018,28.09.23,,Base,463,blue,Medium,SUV,Diesel,4,55598
Chevrolet,Malibu,67396,Automatic,2016,16.07.23,,Base,182,blue,None,SUV,Electric,3,4879
Toyota,Prius,104815,Automatic,2001,20.09.23,,Luxe,121,blue,Medium,Coupe,Electric,4,14267
Mercedes-Benz,GLC,101278,Automatic,2002,14.09.23,,Full,362,blue,None,Convertible,Plug-in Hybrid,1,30015
Toyota,Prius,46342,Automatic,2008,19.06.23,,Base,121,red,None,Sedan,Plug-in Hybrid,3,76772
Audi,Q7,122699,Automatic,2000,30.01.23,,Advanced,335,red,Low,Wagon,Gasoline,4,101817
Audi,Q5,74932,Automatic,2012,26.03.23,,Full,261,red,Low,SUV,Plug-in Hybrid,3,79134
Ford,Mustang,78797,Automatic,2015,30.09.23,,Luxe,300,white,None,Convertible,Gasoline,4,72395
BMW,X5,66871,Automatic,2002,07.03.23,,Full,456,red,Medium,Hatchback,Electric,3,31349
Audi,A6,56625,Automatic,2019,12.04.23,,Full,248,white,Total,Wagon,Diesel,4,57517
Chevrolet,Malibu,26045,Automatic,2017,22.09.23,,Advanced,250,white,Medium,Van,Gasoline,3,86923
BMW,X3,164933,Automatic,2014,22.04.23,,Base,248,red,None,Van,Gasoline,4,108710
Ford,Explorer,92813,Automatic,2005,17.11.22,,Full,290,white,None,Hatchback,Diesel,3,81014
BMW,X3,142099,Automatic,2014,04.04.23,,Base,248,silver,Medium,Coupe,Plug-in Hybrid,2,91880
Chevrolet,Silverado,38051,Automatic,2000,15.02.23,,Full,285,white,Medium,Sedan,Electric,4,97634
Mercedes-Benz,E-Class,97697,Automatic,2006,10.01.23,,Advanced,362,white,Total,Convertible,Hybrid,1,61484
Mercedes-Benz,GLC,159207,Automatic,2023,22.07.23,,Full,362,red,Low,Wagon,Diesel,5,67826
BMW,5 Series,95842,Automatic,2005,17.11.22,,Base,335,red,Total,Truck,Gasoline,1,16705
Mercedes-Benz,S-Class,129402,Automatic,2008,18.06.23,,Advanced,463,white,None,Van,Plug-in Hybrid,5,59039
BMW,5 Series,37984,Automatic,2019,05.03.23,,Base,335,silver,None,Sedan,Plug-in Hybrid,3,20132
Mercedes-Benz,C-Class,84658,Automatic,2001,25.09.23,,Advanced,385,red,Low,Hatchback,Hybrid,3,6227
BMW,5 Series,71770,Automatic,2012,16.08.23,,Luxe,335,blue,Medium,Coupe,Diesel,4,66420
BMW,X5,149624,Automatic,2016,23.07.23,,Luxe,456,blue,None,Wagon,Gasoline,5,70995
Ford,Explorer,135027,Automatic,2007,19.01.23,,Luxe,290,silver,Medium,Van,Electric,1,76401
Chevrolet,Silverado,51888,Automatic,2023,08.06.23,,Full,355,beige,None,SUV,Gasoline,5,119669
BMW,X3,79310,Automatic,2023,04.02.23,,Base,248,blue,Medium,Sedan,Plug-in Hybrid,5,40266
Ford,Explorer,95070,Automatic,2021,19.07.23,,Base,290,red,Low,Van,Diesel,1,87277
Ford,Explorer,30083,Automatic,2021,05.10.23,,Advanced,290,blue,Medium,Coupe,Diesel,4,94218
Mercedes-Benz,C-Class,105702,Automatic,2014,16.05.23,,Base,385,silver,Medium,Van,Diesel,3,85796
Ford,F-150,171679,Automatic,2022,15.03.23,,Full,400,silver,Medium,Truck,Diesel,2,11310
Chevrolet,Equinox,92953,Automatic,2013,26.12.22,,Advanced,252,blue,Low,Coupe,Hybrid,4,112536
BMW,X5,51452,Automatic,2013,11.10.23,,Base,335,white,Low,SUV,Electric,4,87268
Chevrolet,Silverado,82081,Automatic,2005,05.06.23,,Base,285,white,Medium,Van,Electric,1,79231
Chevrolet,Impala,123934,Automatic,2019,26.11.22,,Luxe,305,blue,Total,Sedan,Electric,4,11954
Ford,Mustang,186401,Automatic,2014,06.04.23,,Luxe,300,red,None,SUV,Hybrid,5,26305
Toyota,Prius,107010,Automatic,2023,24.01.23,,Advanced,121,red,Medium,Hatchback,Electric,4,25375
Audi,Q5,155157,Automatic,2005,15.08.23,,Luxe,349,black,Medium,Sedan,Electric,5,66604
Chevrolet,Impala,102221,Automatic,2008,25.10.23,,Full,305,red,Low,Hatchback,Gasoline,2,119221
Chevrolet,Silverado,115691,Automatic,2015,16.08.23,,Full,355,red,None,Truck,Diesel,2,49196
BMW,X3,140470,Automatic,2011,04.10.23,,Base,248,red,Medium,Coupe,Diesel,4,48046
BMW,X3,24891,Automatic,2014,27.02.23,,Advanced,248,white,Total,Wagon,Plug-in Hybrid,2,75762
Ford,Explorer,129383,Automatic,2001,22.08.23,,Base,300,red,Medium,Van,Gasoline,5,66179
Ford,Mustang,43350,Automatic,2014,12.11.23,,Advanced,300,white,Medium,Truck,Electric,4,111021
Mercedes-Benz,GLC,22934,Automatic,2020,17.04.23,,Full,255,beige,None,Convertible,Hybrid,5,10227
Toyota,Prius,133175,Automatic,2022,26.12.22,,Luxe,121,red,Medium,Coupe,Plug-in Hybrid,5,38807
Toyota,Corolla,59807,Manual,2021,16.01.23,,Full,139,beige,None,Sedan,Diesel,5,65048
Audi,Q5,103933,Automatic,2005,06.07.23,,Luxe,261,beige,Low,Hatchback,Diesel,4,106801
Toyota,Corolla,157652,Automatic,2008,12.10.23,,Advanced,169,black,None,Sedan,Plug-in Hybrid,1,60794
Toyota,Prius,28936,Automatic,2004,01.07.23,,Luxe,121,silver,Medium,Van,Electric,5,82500
Mercedes-Benz,E-Class,149787,Automatic,2010,10.12.22,,Luxe,255,red,Medium,SUV,Gasoline,1,94418
Ford,Explorer,171577,Automatic,2002,13.03.23,,Advanced,300,silver,Low,SUV,Electric,1,107709
Ford,F-150,169991,Automatic,2011,02.12.22,,Full,400,blue,Total,Truck,Diesel,1,51738
Mercedes-Benz,S-Class,12065,Automatic,2023,24.03.23,,Advanced,362,red,Low,Coupe,Gasoline,4,42822
Chevrolet,Impala,159254,Automatic,2009,15.03.23,,Luxe,305,white,Medium,Hatchback,Hybrid,4,55399
BMW,X5,153348,Automatic,2013,15.05.23,,Advanced,456,black,Medium,Van,Diesel,3,84173
BMW,X5,111394,Automatic,2016,09.10.23,,Advanced,456,black,Low,Coupe,Plug-in Hybrid,2,101958
Toyota,Prius,61020,Automatic,2018,27.06.23,,Base,121,beige,Medium,Truck,Gasoline,2,42602
BMW,3 Series,32054,Automatic,2014,10.09.23,,Base,255,beige,Total,Truck,Plug-in Hybrid,3,99301
Toyota,RAV4,185071,Automatic,2013,01.10.23,,Luxe,219,blue,Medium,Truck,Gasoline,3,73627
BMW,5 Series,64522,Automatic,2013,28.12.22,,Advanced,248,beige,None,Hatchback,Electric,1,19973
BMW,5 Series,112036,Automatic,2000,27.01.23,,Luxe,248,beige,Total,Sedan,Electric,5,96117
BMW,5 Series,172717,Automatic,2001,19.04.23,,Full,248,white,Low,Truck,Gasoline,3,119166
Audi,A6,21088,Automatic,2023,04.02.23,,Luxe,248,black,None,Coupe,Plug-in Hybrid,5,58449
Ford,F-150,192600,Automatic,2018,29.01.23,,Base,400,black,Medium,Coupe,Plug-in Hybrid,4,66669
Ford,Mustang,40631,Automatic,2008,08.02.23,,Base,300,blue,None,Coupe,Hybrid,3,91556
Toyota,Camry,187681,Automatic,2020,03.04.23,,Base,208,beige,Medium,Convertible,Diesel,2,56767
Ford,Fusion,72758,Automatic,2022,16.07.23,,Luxe,325,red,None,Hatchback,Plug-in Hybrid,5,78564
Chevrolet,Impala,86733,Automatic,2010,04.04.23,,Luxe,305,black,None,Convertible,Diesel,3,18267
BMW,5 Series,51592,Automatic,2007,15.05.23,,Full,248,white,None,Coupe,Hybrid,4,24275
Toyota,Camry,135941,Automatic,2018,09.12.22,,Luxe,208,blue,None,Coupe,Diesel,5,51425
Chevrolet,Equinox,48696,Automatic,2003,05.12.22,,Full,252,silver,Total,Van,Hybrid,3,116007
Audi,A4,21070,Automatic,2001,04.03.23,,Advanced,261,blue,None,Wagon,Electric,2,94026
Toyota,Camry,127122,Automatic,2011,07.10.23,,Luxe,203,silver,None,Wagon,Hybrid,1,92453
BMW,X3,166018,Automatic,2017,19.10.23,,Full,248,beige,Medium,Wagon,Plug-in Hybrid,5,99595
Ford,Explorer,158498,Automatic,2010,02.09.23,,Base,290,blue,Low,SUV,Diesel,1,5240
Chevrolet,Equinox,148570,Automatic,2011,08.10.23,,Luxe,252,red,Low,SUV,Hybrid,4,99201
BMW,3 Series,166930,Automatic,2016,02.01.23,,Full,255,black,Medium,Wagon,Diesel,4,11218
Mercedes-Benz,S-Class,113025,Automatic,2001,09.05.23,,Luxe,463,red,Medium,Coupe,Diesel,1,72622
Mercedes-Benz,S-Class,197592,Automatic,2001,17.11.22,,Luxe,362,white,Low,SUV,Electric,1,118493
Toyota,Camry,25415,Automatic,2020,27.05.23,,Advanced,203,silver,Total,Wagon,Diesel,2,20970
Mercedes-Benz,GLC,120683,Automatic,2012,17.08.23,,Full,362,white,None,Hatchback,Electric,5,112643
Ford,Mustang,195332,Automatic,2011,19.08.23,,Luxe,300,red,None,Convertible,Diesel,2,93279
BMW,5 Series,30681,Automatic,2015,29.11.22,,Luxe,335,red,None,Coupe,Gasoline,5,13251
